Species	Sequence ID	Subfamily	Domains	Superkingdom	seqLabel
Kiloniella_laminariae_DSM_19542	WP_026261532.1	PAF1	ABC1, ABC2	Bacteria	Bacteria_PAF1_7979
Spirosoma_panaciterrae_DSM_21099	WP_026261841.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_7980
Spirosoma_panaciterrae_DSM_21099	WP_026262006.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_7981
Chitiniphilus_shinanonensis_DSM_23277	WP_026262970.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_7982
Paenibacillus_sanguinis_2301083_=_DSM_16941	WP_026263619.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_7983
Arthrobacter_sp._131MFCol6.1	WP_026266424.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_7984
Rhizobium_sp._2MFCol3.1	WP_026283628.1	BAF2	ABC1, ABC2	Bacteria	Bacteria_BAF2_7985
Thiomonas_sp._FB-6	WP_026284731.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_7986
Marinobacterium_rhizophilum_DSM_18822	WP_026291763.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_7987
Marinobacterium_rhizophilum_DSM_18822	WP_026291912.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_7988
Salinimonas_chungwhensis_DSM_16280	WP_026294512.1	YheS	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YheS_7989
Spirochaeta_bajacaliforniensis_DSM_16054	WP_026294886.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_7990
Azoarcus_toluclasticus_ATCC_700605	WP_026295915.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_7991
Megamonas_rupellensis_DSM_19944	WP_026297010.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_7992
Deinococcus_aquatilis_DSM_23025	WP_026298817.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_7993
Flavobacterium_rivuli_DSM_21788	WP_026299866.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_7994
Flavobacterium_rivuli_DSM_21788	WP_026300115.1	EttA	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_EttA_7995
Colwellia_piezophila_ATCC_BAA-637	WP_026301285.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_7996
Microbacterium_paraoxydans_77MFTsu3.2	WP_026302832.1	AAF6	ABC1, ABC2, arm, linker	Bacteria	Bacteria_AAF6_7997
Microbacterium_sp._11MF	WP_026302832.1	AAF6	ABC1, ABC2, arm, linker	Bacteria	Bacteria_AAF6_7998
Gordonia_kroppenstedtii_DSM_45133	WP_026303588.1	AAF6	ABC1, ABC2, arm, linker	Bacteria	Bacteria_AAF6_7999
Gordonia_kroppenstedtii_DSM_45133	WP_026303622.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_8000
Kaistia_granuli_DSM_23481	WP_026304482.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_8001
Microbulbifer_variabilis_ATCC_700307	WP_026305065.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_8002
Smaragdicoccus_niigatensis_DSM_44881_=_NBRC_103563	WP_026306521.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_8003
Leifsonia_sp._109	WP_026307062.1	AAF4	ABC1, ABC2, arm, linker	Bacteria	Bacteria_AAF4_8004
Leifsonia_sp._109	WP_026307150.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_8005
Leifsonia_sp._109	WP_026307183.1	AAF6	ABC1, ABC2, arm, linker	Bacteria	Bacteria_AAF6_8006
Actinomadura_flavalba_DSM_45200	WP_026313830.1	AAF2	ABC1, ABC2, linker	Bacteria	Bacteria_AAF2_8007
Actinokineospora_enzanensis_DSM_44649	WP_026316024.1	AAF4	ABC1, ABC2, arm, linker	Bacteria	Bacteria_AAF4_8008
Actinokineospora_enzanensis_DSM_44649	WP_026316610.1	AAF2	ABC1, ABC2, linker	Bacteria	Bacteria_AAF2_8009
Ahrensia_kielensis_DSM_5890	WP_026317122.1	YheS	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YheS_8010
Ahrensia_kielensis_DSM_5890	WP_026317548.1	Uup	ABC1, ABC2, bact_CTD_extensions	Bacteria	Bacteria_Uup_8011
Alistipes_onderdonkii_DSM_19147	WP_026318328.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_8012
Paenibacillus_ginsengihumi_DSM_21568	WP_026326434.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_8013
Paenibacillus_ginsengihumi_DSM_21568	WP_026326829.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_8014
Proteiniphilum_acetatigenes_DSM_18083	WP_026327422.1	BAF3	ABC1, ABC2, linker	Bacteria	Bacteria_BAF3_8015
Selenomonas_bovis_DSM_23594	WP_026327990.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_8016
Agrobacterium_sp._10MFCol1.1	WP_026330900.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_8017
Deinococcus_apachensis_DSM_19763	WP_026332188.1	YdiF	ABC1, ABC2, arm	Bacteria	Bacteria_YdiF_8018
Rhodonellum_psychrophilum_DSM_17998	WP_026333556.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_8019
Oxalobacteraceae_bacterium_AB_14	WP_026334336.1	YheS	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YheS_8020
Oxalobacteraceae_bacterium_AB_14	WP_026334580.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_8021
Psychromonas_ossibalaenae_ATCC_BAA-1528	WP_026339136.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_8022
Psychromonas_ossibalaenae_ATCC_BAA-1528	WP_026339375.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_8023
Amphritea_japonica_ATCC_BAA-1530	WP_026339939.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_8024
Rheinheimera_perlucida_DSM_18276	WP_026349132.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_8025
Bordetella_sp._FB-8	WP_026350153.1	YheS	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YheS_8026
Bordetella_sp._FB-8	WP_026350201.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_8027
Hymenobacter_aerophilus_DSM_13606	WP_026351228.1	BAF3	ABC1, ABC2	Bacteria	Bacteria_BAF3_8028
Kushneria_aurantia_DSM_21353	WP_026351837.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_8029
Vitreoscilla_stercoraria_DSM_513	WP_026353618.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_8030
Vitreoscilla_stercoraria_DSM_513	WP_026353681.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_8031
Massilia_niastensis_DSM_21313	WP_026354625.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_8032
Empedobacter_brevis_NBRC_14943_=_ATCC_43319	WP_026357486.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_8033
Geopsychrobacter_electrodiphilus_DSM_16401	WP_026362220.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_8034
Cycloclasticus_pugetii_PS-1	WP_026362677.1	YheS	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YheS_8035
Promicromonospora_sukumoe_327MFSha3.1	WP_026365562.1	ARE5	ABC1, ABC2	Bacteria	Bacteria_ARE5_8036
Promicromonospora_sukumoe_327MFSha3.1	WP_026366180.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_8037
Bacteroides_sp._14(A)	WP_026367298.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_8038
bacterium_JKG1	WP_026370056.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_8039
Agrococcus_lahaulensis_DSM_17612	WP_026372922.1	ARE5	ABC1, ABC2	Bacteria	Bacteria_ARE5_8040
Agrococcus_lahaulensis_DSM_17612	WP_026373303.1	EttA	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_EttA_8041
Agrococcus_lahaulensis_DSM_17612	WP_026373480.1	AAF1	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_AAF1_8042
Agrococcus_lahaulensis_DSM_17612	WP_026373917.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_8043
Agrococcus_lahaulensis_DSM_17612	WP_026374418.1	AAF6	ABC1, ABC2, arm, linker	Bacteria	Bacteria_AAF6_8044
Aestuariibacter_salexigens_DSM_15300	WP_026374890.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_8045
Aestuariibacter_salexigens_DSM_15300	WP_026376234.1	YheS	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YheS_8046
Aestuariibacter_salexigens_DSM_15300	WP_026376973.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_8047
Aestuariimicrobium_kwangyangense_DSM_21549	WP_026377905.1	AAF4	ABC1, ABC2, arm, linker	Bacteria	Bacteria_AAF4_8048
Agromyces_italicus_DSM_16388	WP_026378282.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_8049
Afifella_pfennigii_DSM_17143	WP_026378982.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_8050
Afifella_pfennigii_DSM_17143	WP_026379000.1	YheS	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YheS_8051
Afifella_pfennigii_DSM_17143	WP_026380012.1	BAF2	ABC1, ABC2	Bacteria	Bacteria_BAF2_8052
Acholeplasma_multilocale_ATCC_49900	WP_026389332.1	YfmM	ABC1, ABC2, linker	Bacteria	Bacteria_YfmM_8053
Acholeplasma_axanthum_ATCC_25176	WP_026390807.1	YfmM	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YfmM_8054
Acholeplasma_axanthum_ATCC_25176	WP_026391122.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_8055
Acholeplasma_modicum_ATCC_29102	WP_026391456.1	YfmM	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YfmM_8056
Acetobacterium_dehalogenans_DSM_11527	WP_026393462.1	ARE3	ABC1, ABC2, linker	Bacteria	Bacteria_ARE3_8057
Acetobacterium_dehalogenans_DSM_11527	WP_026394281.1	YfmM	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YfmM_8058
Acetobacterium_dehalogenans_DSM_11527	WP_026394808.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_8059
Acetobacterium_dehalogenans_DSM_11527	WP_026395092.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_8060
Acetobacterium_dehalogenans_DSM_11527	WP_026395550.1	YfmM	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YfmM_8061
Acetobacter_nitrogenifigens_DSM_23921	WP_026397111.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_8062
Acetobacter_nitrogenifigens_DSM_23921	WP_026397846.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_8063
Acetobacter_nitrogenifigens_DSM_23921	WP_026398402.1	YheS	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YheS_8064
Acetobacter_nitrogenifigens_DSM_23921	WP_026398437.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_8065
Acholeplasma_equifetale_ATCC_29724	WP_026399618.1	YfmM	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YfmM_8066
Actinomadura_rifamycini_DSM_43936	WP_026401162.1	AAF4	ABC1, ABC2, arm, linker	Bacteria	Bacteria_AAF4_8067
Actinomadura_rifamycini_DSM_43936	WP_026402242.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_8068
Actinomadura_rifamycini_DSM_43936	WP_026403622.1	AAF2	ABC1, ABC2, linker	Bacteria	Bacteria_AAF2_8069
Actinomadura_rifamycini_DSM_43936	WP_026403721.1	ARE4	ABC1, ABC2, arm, linker	Bacteria	Bacteria_ARE4_8070
Actinomadura_rifamycini_DSM_43936	WP_026404194.1	ARE5	ABC1, ABC2	Bacteria	Bacteria_ARE5_8071
Actinomadura_rifamycini_DSM_43936	WP_026404597.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_8072
Actinomadura_rifamycini_DSM_43936	WP_026404855.1	ARE4	ABC1, ABC2, arm, linker	Bacteria	Bacteria_ARE4_8073
Actinomadura_rifamycini_DSM_43936	WP_026406020.1	AAF6	ABC1, ABC2, arm	Bacteria	Bacteria_AAF6_8074
Actinomyces_gerencseriae_DSM_6844	WP_026406342.1	EttA	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_EttA_8075
Actinomyces_gerencseriae_DSM_6844	WP_026406780.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_8076
Actinomyces_gerencseriae_DSM_6844	WP_026407139.1	AAF6	ABC1, ABC2, arm, linker	Bacteria	Bacteria_AAF6_8077
Actinomyces_dentalis_DSM_19115	WP_026409312.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_8078
Actinomyces_dentalis_DSM_19115	WP_026409525.1	AAF6	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_AAF6_8079
Actinomyces_dentalis_DSM_19115	WP_026410606.1	EttA	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_EttA_8080
Actinomadura_oligospora_ATCC_43269	WP_026410934.1	AAF6	ABC1, ABC2, arm, linker	Bacteria	Bacteria_AAF6_8081
Actinomadura_oligospora_ATCC_43269	WP_026411837.1	ARE5	ABC1, ABC2	Bacteria	Bacteria_ARE5_8082
Actinomadura_oligospora_ATCC_43269	WP_026412437.1	AAF2	ABC1, ABC2, linker	Bacteria	Bacteria_AAF2_8083
Actinomadura_oligospora_ATCC_43269	WP_026413290.1	AAF1	ABC1, ABC2, linker	Bacteria	Bacteria_AAF1_8084
Actinomadura_oligospora_ATCC_43269	WP_026413603.1	AAF6	ABC1, ABC2, arm, linker	Bacteria	Bacteria_AAF6_8085
Actinomadura_oligospora_ATCC_43269	WP_026414372.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_8086
Actinomadura_oligospora_ATCC_43269	WP_026414992.1	ARE5	ABC1, ABC2	Bacteria	Bacteria_ARE5_8087
Actinomadura_oligospora_ATCC_43269	WP_026415154.1	AAF2	ABC1, ABC2, linker	Bacteria	Bacteria_AAF2_8088
Actinomadura_oligospora_ATCC_43269	WP_026416155.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_8089
Actinoalloteichus_cyanogriseus	WP_026417411.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_8090
Actinoalloteichus_cyanogriseus	WP_026418550.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_8091
Actinoalloteichus_cyanogriseus	WP_026418821.1	AAF6	ABC1, ABC2, arm, linker	Bacteria	Bacteria_AAF6_8092
Actinoalloteichus_cyanogriseus	WP_026419134.1	AAF1	ABC1, ABC2, linker	Bacteria	Bacteria_AAF1_8093
Actinokineospora_inagensis_DSM_44258	WP_026421274.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_8094
Actinokineospora_inagensis_DSM_44258	WP_026421951.1	ARE5	ABC1, ABC2, linker	Bacteria	Bacteria_ARE5_8095
Actinokineospora_inagensis_DSM_44258	WP_026422216.1	AAF2	ABC1, ABC2, linker	Bacteria	Bacteria_AAF2_8096
Actinokineospora_inagensis_DSM_44258	WP_026422762.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_8097
Actinokineospora_inagensis_DSM_44258	WP_026425089.1	AAF6	ABC1, ABC2, arm, linker	Bacteria	Bacteria_AAF6_8098
Actinokineospora_inagensis_DSM_44258	WP_026426041.1	AAF1	ABC1, ABC2, linker	Bacteria	Bacteria_AAF1_8099
Actinomyces_slackii_ATCC_49928	WP_026426701.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_8100
Actinomyces_slackii_ATCC_49928	WP_026427135.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_8101
Actinomyces_slackii_ATCC_49928	WP_026427705.1	AAF6	DUF612, ABC1, ABC2, arm, linker	Bacteria	Bacteria_AAF6_8102
Actinobaculum_schaalii_DSM_15541	WP_026428389.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_8103
Actinobaculum_schaalii_DSM_15541	WP_026429297.1	AAF6	ABC1, ABC2, arm, linker	Bacteria	Bacteria_AAF6_8104
Actinomyces_georgiae_DSM_6843	WP_026430079.1	AAF6	ABC1, ABC2, arm, linker	Bacteria	Bacteria_AAF6_8105
Actinomyces_georgiae_DSM_6843	WP_026430769.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_8106
Actinomyces_georgiae_DSM_6843	WP_026430823.1	AAF5	ABC1, ABC2, arm, linker	Bacteria	Bacteria_AAF5_8107
Acidovorax_oryzae_ATCC_19882	WP_026432606.1	YheS	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YheS_8108
Acidovorax_oryzae_ATCC_19882	WP_026434031.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_8109
Acidovorax_oryzae_ATCC_19882	WP_026434322.1	BAF2	ABC1, ABC2	Bacteria	Bacteria_BAF2_8110
Acidocella_facilis_ATCC_35904	WP_026439211.1	YheS	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YheS_8111
Acidocella_facilis_ATCC_35904	WP_026440343.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_8112
Acidobacterium_sp._PMMR2	WP_026441447.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_8113
Acidobacterium_sp._PMMR2	WP_026442307.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_8114
Actinopolyspora_mortivallis_DSM_44261	WP_026448938.1	AAF2	ABC1, ABC2	Bacteria	Bacteria_AAF2_8115
Aequorivita_capsosiphonis_DSM_23843	WP_026449794.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_8116
Aequorivita_capsosiphonis_DSM_23843	WP_026451371.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_8117
Aequorivita_capsosiphonis_DSM_23843	WP_026451607.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_8118
Aequorivita_capsosiphonis_DSM_23843	WP_026451937.1	EttA	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_EttA_8119
Aequorivita_capsosiphonis_DSM_23843	WP_026452654.1	BdAF1	ABC1, ABC2, arm, linker	Bacteria	Bacteria_BdAF1_8120
Actinopolyspora_iraqiensis_IQ-H1	WP_026452999.1	AAF6	ABC1, ABC2, arm, linker	Bacteria	Bacteria_AAF6_8121
Actinopolyspora_iraqiensis_IQ-H1	WP_026453442.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_8122
Actinopolyspora_iraqiensis_IQ-H1	WP_026453867.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_8123
Aeromonas_enteropelogenes	WP_026456971.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_8124
Aeromonas_enteropelogenes	WP_026457053.1	YbiT	ABC1, ABC2, linker	Bacteria	Bacteria_YbiT_8125
Aeromonas_enteropelogenes	WP_026458315.1	Uup	ABC1, ABC2, bact_CTD_extensions	Bacteria	Bacteria_Uup_8126
Aeromonas_enteropelogenes	WP_026458811.1	Uup	ABC1, ABC2, linker	Bacteria	Bacteria_Uup_8127
Actinomyces_suimastitidis_DSM_15538	WP_026460308.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_8128
Actinomyces_suimastitidis_DSM_15538	WP_026460931.1	AAF6	ABC1, ABC2, arm, linker	Bacteria	Bacteria_AAF6_8129
Actinomyces_suimastitidis_DSM_15538	WP_026460980.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_8130
Adhaeribacter_aquaticus_DSM_16391	WP_026462149.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_8131
Adhaeribacter_aquaticus_DSM_16391	WP_026462744.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_8132
Adhaeribacter_aquaticus_DSM_16391	WP_026464316.1	BdAF1	ABC1, ABC2, arm, linker	Bacteria	Bacteria_BdAF1_8133
Adhaeribacter_aquaticus_DSM_16391	WP_026464454.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_8134
Adhaeribacter_aquaticus_DSM_16391	WP_026464764.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_8135
Aerococcus_urinaeequi_DSM_20341	WP_026465219.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_8136
Aerococcus_urinaeequi_DSM_20341	WP_026466085.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_8137
Amycolatopsis_alba_DSM_44262	WP_026467536.1	AAF4	ABC1, ABC2, arm, linker	Bacteria	Bacteria_AAF4_8138
Amycolatopsis_alba_DSM_44262	WP_026467537.1	AAF2	ABC1, ABC2, linker	Bacteria	Bacteria_AAF2_8139
Amycolatopsis_alba_DSM_44262	WP_026467595.1	ARE4	ABC1, ABC2, arm, linker	Bacteria	Bacteria_ARE4_8140
Alkanindiges_illinoisensis_DSM_15370	WP_026472124.1	YheS	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YheS_8141
Alkanindiges_illinoisensis_DSM_15370	WP_026472307.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_8142
Alkanindiges_illinoisensis_DSM_15370	WP_026472454.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_8143
Alloscardovia_omnicolens_DSM_21503	WP_026472615.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_8144
Alkaliflexus_imshenetskii_DSM_15055	WP_026473449.1	BdAF1	ABC1, ABC2, arm, linker	Bacteria	Bacteria_BdAF1_8145
Alkaliflexus_imshenetskii_DSM_15055	WP_026474794.1	EttA	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_EttA_8146
Alkaliflexus_imshenetskii_DSM_15055	WP_026475122.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_8147
Alkaliflexus_imshenetskii_DSM_15055	WP_026475321.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_8148
Alkaliphilus_transvaalensis_ATCC_700919	WP_026475831.1	YfmM	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YfmM_8149
Alkaliphilus_transvaalensis_ATCC_700919	WP_026477036.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_8150
Alkaliphilus_transvaalensis_ATCC_700919	WP_026477517.1	ARE1	ABC1, ABC2, linker	Bacteria	Bacteria_ARE1_8151
Alkaliphilus_transvaalensis_ATCC_700919	WP_026477929.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_8152
Alkaliphilus_transvaalensis_ATCC_700919	WP_026478514.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_8153
Alkaliphilus_transvaalensis_ATCC_700919	WP_026478611.1	ARE1	ABC1, ABC2, ARE1_2_CTD, linker	Bacteria	Bacteria_ARE1_8154
Alkaliphilus_transvaalensis_ATCC_700919	WP_026478658.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_8155
Alkaliphilus_transvaalensis_ATCC_700919	WP_026478945.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_8156
Ahrensia_sp._13_GOM-1096m	WP_026479914.1	YheS	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YheS_8157
Ahrensia_sp._13_GOM-1096m	WP_026480081.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_8158
Ahrensia_sp._13_GOM-1096m	WP_026480833.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_8159
Agromyces_subbeticus_DSM_16689	WP_026481912.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_8160
Caldanaerobius_polysaccharolyticus_DSM_13641	WP_026486889.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_8161
Caldibacillus_debilis_DSM_16016	WP_026499654.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_8162
Bavariicoccus_seileri_DSM_19936	WP_026501689.1	YfmM	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YfmM_8163
Bifidobacterium_boum_DSM_20432	WP_026502322.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_8164
Bifidobacterium_boum_DSM_20432	WP_026502878.1	AAF6	ABC1, ABC2, arm, linker	Bacteria	Bacteria_AAF6_8165
Bifidobacterium_boum_DSM_20432	WP_026503396.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_8166
Arthrobacter_sanguinis_DSM_21259	WP_026529808.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_8167
Arthrobacter_sanguinis_DSM_21259	WP_026530255.1	AAF2	ABC1, ABC2, linker	Bacteria	Bacteria_AAF2_8168
Arthrobacter_sanguinis_DSM_21259	WP_026530415.1	AAF6	ABC1, ABC2, arm, linker	Bacteria	Bacteria_AAF6_8169
