Sequence	Method	Ka	Ks	Ka/Ks	P-Value(Fisher)	Length	S-Sites	N-Sites	Fold-Sites(0:2:4)	Substitutions	Syn-Subs	Nonsyn-Subs	Fold-Syn-Subs(0:2:4)	Fold-Nonsyn-Subs(0:2:4)	Divergence-Distance	Substitution-Rate-Ratio(rTC:rAG:rTA:rCG:rTG:rCA/rCA)	GC(1:2:3)	ML-Score	AICc	Akaike-Weight	Model	kingdom
eukaryote_dfr_Cluster.94_5-eukaryote_dfr_Cluster.94_10	MA	0.0612228	0.467799	0.130874	9.55197e-20	561	140.13	420.87	NA	70	50.2487	19.7513	NA	NA	0.16278	1.68266:1.72861:1.18035:1.17051:0.450417:1	0.454545(0.513369:0.334225:0.516043)	-1000.15	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_5-eukaryote_dfr_Cluster.94_11	MA	0.0673303	0.639402	0.105302	2.28938e-27	561	143.254	417.746	NA	83	63.5006	19.4994	NA	NA	0.213412	2.2989:2.31206:1.54468:1.54582:0.427755:1	0.447415(0.510695:0.331551:0.5)	-1019.63	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_5-eukaryote_dfr_Cluster.94_12	MA	0.0552408	0.665602	0.0829938	3.85523e-30	561	144.438	416.562	NA	80	64.5497	15.4503	NA	NA	0.212388	2.43294:2.48818:1.58807:1.5856:0.344607:1	0.467023(0.524064:0.331551:0.545455)	-1002.22	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_5-eukaryote_dfr_Cluster.94_14	MA	0.0694307	0.508791	0.136462	1.45837e-19	561	148.583	412.417	NA	74	53.6709	20.3291	NA	NA	0.185797	3.64465:5.24577:2.3351:1.72066:0.590028:1	0.45098(0.518717:0.326203:0.508021)	-994.061	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_5-eukaryote_dfr_Cluster.94_15	MA	0.0458412	0.553856	0.0827673	3.00699e-26	561	143.297	417.703	NA	70	56.3942	13.6058	NA	NA	0.175604	2.58392:2.63555:1.75655:1.7381:0.454563:1	0.467023(0.524064:0.328877:0.548128)	-976.995	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_5-eukaryote_dfr_Cluster.94_16	MA	0.0506018	0.525732	0.0962501	1.80789e-24	561	139.58	421.42	NA	70	54.2384	15.7616	NA	NA	0.168817	1.72626:1.76141:1.23943:1.21333:0.608717:1	0.456328(0.516043:0.331551:0.52139)	-992.114	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_5-eukaryote_dfr_Cluster.94_17	MA	0.0537244	0.473048	0.113571	4.38195e-21	561	141.026	419.974	NA	67	50.0668	16.9332	NA	NA	0.159135	1.75762:1.8552:1.21545:1.16339:0.390403:1	0.455437(0.516043:0.334225:0.516043)	-984.335	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_5-eukaryote_dfr_Cluster.94_18	MA	0.0626176	0.474013	0.132101	4.67411e-20	561	141.782	419.218	NA	71	51.0574	19.9426	NA	NA	0.16659	2.68493:2.83447:1.94691:1.90283:0.647817:1	0.450089(0.508021:0.339572:0.502674)	-998.279	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_5-eukaryote_dfr_Cluster.94_20	MA	0.067727	0.441391	0.15344	1.47153e-17	561	144.268	416.732	NA	71	49.1953	21.8047	NA	NA	0.163819	2.77898:3.30208:1.82443:1.79002:0.53107:1	0.45098(0.505348:0.342246:0.505348)	-999.934	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_5-eukaryote_dfr_Cluster.94_21	MA	0.0536099	0.720025	0.0744556	1.83927e-33	561	139.597	421.403	NA	81	66.1354	14.8646	NA	NA	0.219438	1.91765:2.40293:1.37782:1.30618:0.838081:1	0.454545(0.513369:0.336898:0.513369)	-1009.43	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_5-eukaryote_dfr_Cluster.94_22	MA	0.0611422	0.462717	0.132137	2.49675e-19	561	142.529	418.471	NA	70	50.4336	19.5664	NA	NA	0.163167	2.42579:3.00236:1.69341:1.62605:0.598261:1	0.45098(0.508021:0.339572:0.505348)	-995.382	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_5-eukaryote_dfr_Cluster.94_23	MA	0.0738265	0.498865	0.147989	2.16928e-19	561	141.146	419.854	NA	75	52.0757	22.9243	NA	NA	0.180765	2.96911:3.17663:2.21586:2.20565:0.860816:1	0.456328(0.518717:0.331551:0.518717)	-1012.32	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_5-eukaryote_dfr_Cluster.94_24	MA	0.0483028	0.548272	0.0881001	5.33938e-26	561	138.275	422.725	NA	70	55.147	14.853	NA	NA	0.171535	1.86876:1.98436:1.42848:1.42919:0.52456:1	0.450089(0.513369:0.326203:0.510695)	-989.258	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_5-eukaryote_dfr_Cluster.94_25	MA	0.0754797	0.386905	0.195086	1.11086e-13	561	141.742	419.258	NA	70	44.3868	25.6132	NA	NA	0.154164	1.75745:2.07085:1.17727:1.16035:0.45291:1	0.459893(0.516043:0.334225:0.529412)	-1006.16	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_5-eukaryote_dfr_Cluster.94_27	MA	0.0817043	0.559931	0.145918	7.60951e-21	558	140.776	417.224	NA	81	56.5459	24.4541	NA	NA	0.202354	3.08884:3.17735:2.27802:2.28578:0.614454:1	0.454301(0.516129:0.330645:0.516129)	-1023.23	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_5-eukaryote_dfr_Cluster.94_28	MA	0.0743472	0.726427	0.102347	5.33782e-30	561	143.577	417.423	NA	87	67.0493	19.9507	NA	NA	0.241234	3.06412:3.87758:1.97718:1.99923:0.649514:1	0.45098(0.508021:0.336898:0.508021)	-1028.57	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_5-eukaryote_dfr_Cluster.94_29	MA	0.0943233	0.595095	0.158501	2.21559e-21	561	139.352	421.648	NA	88	59.476	28.524	NA	NA	0.218715	3.50475:3.63194:2.83704:2.83327:1.09932:1	0.452763(0.510695:0.331551:0.516043)	-1046.89	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_5-eukaryote_dfr_Cluster.94_30	MA	0.051097	0.521764	0.0979312	1.23465e-23	561	140.495	420.505	NA	69	53.3597	15.6403	NA	NA	0.16897	1.90435:1.94444:1.30684:1.23683:0.552535:1	0.452763(0.52139:0.326203:0.510695)	-985.726	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_5-eukaryote_dfr_Cluster.94_31	MA	0.0667254	0.54903	0.121533	3.8423e-22	561	141.144	419.856	NA	76	55.8199	20.1801	NA	NA	0.18807	2.7248:3.07431:2.04793:2.03832:0.773071:1	0.450089(0.518717:0.334225:0.497326)	-1009.7	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_5-eukaryote_dfr_Cluster.94_32	MA	0.0689694	0.521567	0.132235	5.71251e-21	561	141.545	419.455	NA	76	54.6029	21.3971	NA	NA	0.183164	2.64807:3.12336:1.97:1.96937:0.76302:1	0.451872(0.516043:0.334225:0.505348)	-1012.24	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_5-eukaryote_dfr_Cluster.94_33	MA	0.0806028	0.541271	0.148914	6.00849e-20	561	146.057	414.943	NA	81	56.9196	24.0804	NA	NA	0.200538	3.34336:3.61839:2.23822:2.24123:0.527882:1	0.449198(0.52139:0.328877:0.497326)	-1022.42	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_5-eukaryote_dfr_Cluster.94_35	MA	0.091093	0.569589	0.159928	2.59363e-19	537	131.779	405.221	NA	82	54.9679	27.0321	NA	NA	0.208515	2.79015:2.75515:2.51694:2.51334:0.993141:1	0.458101(0.52514:0.332402:0.51676)	-996.613	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_5-eukaryote_dfr_Cluster.94_36	MA	0.0313063	0.260521	0.120168	1.06762e-10	450	120.198	329.802	NA	35	26.3213	8.67867	NA	NA	0.0925311	2.09521:1.63057:1.00711:0.973896:0.44289:1	0.461111(0.54:0.326667:0.516667)	-742.39	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_5-eukaryote_dfr_Cluster.94_7	MA	0.0672402	0.450369	0.1493	2.62201e-17	558	141.654	416.346	NA	70	48.6509	21.3491	NA	NA	0.164501	2.28792:2.42871:1.51343:1.48883:0.402339:1	0.448925(0.497312:0.336022:0.513441)	-996.311	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_5-eukaryote_dfr_Cluster.94_8	MA	0.0603291	0.459035	0.131426	5.41836e-19	561	141.027	419.973	NA	69	49.5911	19.4089	NA	NA	0.160558	1.81791:1.91323:1.25557:1.23455:0.498507:1	0.454545(0.513369:0.334225:0.516043)	-996.862	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_5-eukaryote_dfr_Cluster.94_9	MA	0.0582288	0.520997	0.111764	1.01269e-22	561	142.823	418.177	NA	72	54.2479	17.7521	NA	NA	0.176043	1.46594:1.80141:0.924645:0.91439:0.320757:1	0.469697(0.534759:0.336898:0.537433)	-996.543	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_7-eukaryote_dfr_Cluster.94_10	MA	0.0455249	0.160215	0.28415	8.6203e-05	558	139.251	418.749	NA	37	19.9517	17.0483	NA	NA	0.0741462	1.92861:1.79582:1.22664:1.43218:0.227705:1	0.419355(0.481183:0.327957:0.448925)	-910.746	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_7-eukaryote_dfr_Cluster.94_11	MA	0.0624472	0.488166	0.127922	9.90592e-20	558	142.97	415.03	NA	71	51.7739	19.2261	NA	NA	0.171524	2.78493:2.53697:1.62286:1.63123:0.389723:1	0.41129(0.481183:0.322581:0.430108)	-987.343	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_7-eukaryote_dfr_Cluster.94_12	MA	0.052627	0.386831	0.136046	7.0621e-16	558	182.213	375.787	NA	65	50.7584	14.2416	NA	NA	0.16176	4.36739:2.09696:0.647859:0.592077:0.494604:1	0.431004(0.491935:0.325269:0.475806)	-965.239	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_7-eukaryote_dfr_Cluster.94_14	MA	0.0616599	0.197538	0.312142	2.69636e-05	558	141.355	416.645	NA	47	24.4787	22.5213	NA	NA	0.0960812	3.17298:3.69267:2.08635:2.28792:0.258324:1	0.415771(0.486559:0.319892:0.44086)	-937.841	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_7-eukaryote_dfr_Cluster.94_15	MA	0.0541473	0.339359	0.159558	6.66015e-14	558	171.011	386.989	NA	60	44.083	15.917	NA	NA	0.141557	4.39959:2.8956:1.15025:1.24688:0.115535:1	0.4319(0.491935:0.322581:0.481183)	-951.969	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_7-eukaryote_dfr_Cluster.94_16	MA	0.04219	0.172242	0.244947	1.00001e-05	558	137.328	420.672	NA	37	21.1388	15.8612	NA	NA	0.0741968	2.35615:2.39655:1.84806:1.9204:0.396328:1	0.421147(0.483871:0.325269:0.454301)	-907.667	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_7-eukaryote_dfr_Cluster.94_17	MA	0.0606299	0.153365	0.395329	0.0012008	558	138.869	419.131	NA	42	19.1504	22.8496	NA	NA	0.0837089	1.71011:2.14238:1.06563:1.20777:0.105317:1	0.420251(0.483871:0.327957:0.448925)	-924.401	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_7-eukaryote_dfr_Cluster.94_18	MA	0.0522572	0.124426	0.419985	0.00446864	558	140.819	417.181	NA	36	16.0412	19.9588	NA	NA	0.0704702	2.41253:2.42626:1.51655:1.53145:0.263355:1	0.414875(0.475806:0.333333:0.435484)	-903.907	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_7-eukaryote_dfr_Cluster.94_21	MA	0.051592	0.301759	0.170971	1.01275e-11	558	143.406	414.594	NA	53	35.4685	17.5315	NA	NA	0.115885	2.24098:3.59184:1.09878:1.18733:0.31618:1	0.419355(0.481183:0.330645:0.446237)	-944.872	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_7-eukaryote_dfr_Cluster.94_22	MA	0.0511989	0.117546	0.435565	0.00773147	558	140.915	417.085	NA	35	15.2892	19.7108	NA	NA	0.067954	2.13867:2.65353:1.31534:1.33529:0.218614:1	0.415771(0.475806:0.333333:0.438172)	-900.279	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_7-eukaryote_dfr_Cluster.94_23	MA	0.0731185	0.150512	0.4858	0.00714589	558	142.237	415.763	NA	46	19.0082	26.9918	NA	NA	0.0928464	3.75947:4.26757:2.41253:2.8473:0.222569:1	0.421147(0.486559:0.325269:0.451613)	-940.375	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_7-eukaryote_dfr_Cluster.94_24	MA	0.0501572	0.211369	0.237297	4.70037e-07	558	138.913	419.087	NA	44	25.6425	18.3575	NA	NA	0.0902906	1.99255:2.46275:1.2306:1.52065:0.204039:1	0.414875(0.483871:0.317204:0.443548)	-930.266	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_7-eukaryote_dfr_Cluster.94_25	MA	0.0645546	0.244479	0.264049	3.33576e-07	558	141.349	416.651	NA	53	29.8033	23.1967	NA	NA	0.110132	2.15413:2.62917:1.35688:1.36261:0.372054:1	0.424731(0.483871:0.327957:0.462366)	-961.431	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_7-eukaryote_dfr_Cluster.94_27	MA	0.0786372	0.205179	0.383262	0.000327159	555	135.129	419.871	NA	53	24.1914	28.8086	NA	NA	0.109447	2.85413:3.20742:2.21501:2.3968:0.426575:1	0.418919(0.483784:0.324324:0.448649)	-958.435	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_7-eukaryote_dfr_Cluster.94_28	MA	0.0611603	0.341929	0.178868	2.02918e-12	558	136.485	421.515	NA	58	37.3612	20.6388	NA	NA	0.129835	1.95108:2.28292:1.22629:1.65577:0.127314:1	0.416667(0.478495:0.330645:0.44086)	-961.9	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_7-eukaryote_dfr_Cluster.94_29	MA	0.0813325	0.229967	0.35367	3.01446e-05	558	138.242	419.758	NA	57	27.4846	29.5154	NA	NA	0.118156	3.58234:3.75475:2.74741:2.90934:0.476257:1	0.417563(0.478495:0.325269:0.448925)	-975.932	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_7-eukaryote_dfr_Cluster.94_30	MA	0.0474789	0.227162	0.209009	1.72652e-08	558	139.95	418.05	NA	44	27.0879	16.9121	NA	NA	0.0925443	2.21744:2.26821:1.40316:1.45703:0.196916:1	0.417563(0.489247:0.319892:0.443548)	-921.133	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_7-eukaryote_dfr_Cluster.94_31	MA	0.0522885	0.206518	0.253191	2.89239e-06	558	138.498	419.502	NA	44	24.9024	19.0976	NA	NA	0.090569	1.9198:2.33674:1.18096:1.32065:0.201514:1	0.414875(0.486559:0.327957:0.430108)	-926.932	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_7-eukaryote_dfr_Cluster.94_32	MA	0.0551145	0.211434	0.26067	2.03517e-06	558	139.237	418.763	NA	46	25.785	20.215	NA	NA	0.0941206	2.14341:2.89342:1.28293:1.5727:0.298491:1	0.416667(0.483871:0.327957:0.438172)	-935.234	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_7-eukaryote_dfr_Cluster.94_33	MA	0.0671898	0.217195	0.309353	1.72127e-05	558	137.583	420.417	NA	50	25.703	24.297	NA	NA	0.104176	2.02824:2.30374:1.34397:1.67517:0.0795493:1	0.413978(0.489247:0.322581:0.430108)	-945.135	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_7-eukaryote_dfr_Cluster.94_35	MA	0.0801324	0.23717	0.337869	2.23384e-05	537	132.952	404.048	NA	55	27.1363	27.8637	NA	NA	0.119012	2.14506:2.10997:1.61121:1.75308:0.409817:1	0.42365(0.494413:0.324022:0.452514)	-937.815	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_7-eukaryote_dfr_Cluster.94_36	MA	0.0684659	0.578819	0.118286	5.14206e-19	447	108.125	338.875	NA	61	44.5022	16.4978	NA	NA	0.191916	1.34727:1.32075:0.966071:0.97645:0.187119:1	0.423937(0.5:0.318792:0.45302)	-808.32	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_7-eukaryote_dfr_Cluster.94_8	MA	0.047007	0.143237	0.328177	0.000489187	558	141.571	416.429	NA	36	18.3175	17.6825	NA	NA	0.0714215	2.73793:2.61915:1.81797:1.93639:0.28088:1	0.419355(0.481183:0.327957:0.448925)	-907.684	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_7-eukaryote_dfr_Cluster.94_9	MA	0.0726502	0.412111	0.176288	6.60848e-15	558	137.589	420.411	NA	68	44.1944	23.8056	NA	NA	0.156353	1.53554:1.72791:1.06281:1.06056:0.493626:1	0.433692(0.502688:0.330645:0.467742)	-992.282	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_8-eukaryote_dfr_Cluster.94_11	MA	0.0446332	0.402995	0.110754	3.19099e-18	561	138.674	422.326	NA	58	43.3711	14.6289	NA	NA	0.133217	2.68232:2.49476:2.0225:2.11814:0.472296:1	0.417112(0.494652:0.323529:0.433155)	-953.788	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_8-eukaryote_dfr_Cluster.94_12	MA	0.0380058	0.441733	0.086038	1.04036e-21	561	158.455	402.545	NA	61	50.0585	10.9415	NA	NA	0.152039	3.52262:2.36594:1.24544:1.23972:0.978351:1	0.43672(0.508021:0.323529:0.47861)	-953.94	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_8-eukaryote_dfr_Cluster.94_14	MA	0.0494816	0.276265	0.179109	2.28721e-10	561	142.708	418.292	NA	50	32.7872	17.2128	NA	NA	0.107171	2.47413:2.41168:1.65068:1.70073:0.341608:1	0.420677(0.502674:0.318182:0.441176)	-946.36	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_8-eukaryote_dfr_Cluster.94_15	MA	0.0423796	0.413248	0.102553	1.86586e-18	561	183.864	377.136	NA	64	52.8772	11.1228	NA	NA	0.163929	4.60621:2.27629:0.724934:0.740827:0.325341:1	0.43672(0.508021:0.320856:0.481283)	-955.184	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_8-eukaryote_dfr_Cluster.94_16	MA	0.0099473	0.0668848	0.148723	0.00167365	561	111.362	449.638	NA	11	6.87291	4.12709	NA	NA	0.0212498	5.18827:4.9001:8.76629:11.4772:13.5822:1	0.426025(0.5:0.323529:0.454545)	-810.082	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_8-eukaryote_dfr_Cluster.94_17	MA	0.0397227	0.114699	0.346321	0.00347248	561	135.455	425.545	NA	30	14.3678	15.6322	NA	NA	0.0578258	2.23905:2.30904:1.9703:2.03772:0.482701:1	0.425134(0.5:0.326203:0.449198)	-894.703	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_8-eukaryote_dfr_Cluster.94_18	MA	0.0347636	0.158723	0.21902	1.88402e-06	561	142.512	418.488	NA	33	20.0833	12.9167	NA	NA	0.0662534	2.01529:1.65412:1.18295:1.09736:0.474123:1	0.419786(0.491979:0.331551:0.435829)	-896.751	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_8-eukaryote_dfr_Cluster.94_20	MA	0.0405752	0.136914	0.296356	0.000204057	561	141.1	419.9	NA	33	17.5352	15.4648	NA	NA	0.0648057	2.23649:2.22982:1.49446:1.46055:0.448878:1	0.420677(0.489305:0.334225:0.438503)	-899.756	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_8-eukaryote_dfr_Cluster.94_21	MA	0.0400716	0.343563	0.116635	1.45472e-15	561	135.62	425.38	NA	51	37.3398	13.6602	NA	NA	0.11344	1.50255:1.55543:1.16544:1.4387:0.295483:1	0.424242(0.497326:0.328877:0.446524)	-941.394	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_8-eukaryote_dfr_Cluster.94_22	MA	0.0344185	0.154009	0.223484	1.48133e-05	561	137.27	423.73	NA	32	18.9365	13.0635	NA	NA	0.0636808	1.7315:1.76378:1.27448:1.21599:0.54793:1	0.420677(0.491979:0.331551:0.438503)	-894.902	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_8-eukaryote_dfr_Cluster.94_23	MA	0.0718455	0.167376	0.429246	0.00302893	561	147.631	413.369	NA	48	21.7994	26.2006	NA	NA	0.0969851	3.77036:3.61059:2.31825:2.34055:0.31581:1	0.426025(0.502674:0.323529:0.451872)	-949.892	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_8-eukaryote_dfr_Cluster.94_24	MA	0.0308548	0.247915	0.124457	5.78377e-12	561	140.118	420.882	NA	40	29.1155	10.8845	NA	NA	0.0850688	1.69668:1.58452:1.09989:1.12387:0.327679:1	0.418895(0.497326:0.318182:0.441176)	-914.713	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_8-eukaryote_dfr_Cluster.94_25	MA	0.0581227	0.298899	0.194456	7.90882e-11	561	137.632	423.368	NA	55	34.4145	20.5855	NA	NA	0.117193	2.29984:2.36595:1.96281:1.98446:0.581405:1	0.42959(0.5:0.326203:0.462567)	-966.189	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_8-eukaryote_dfr_Cluster.94_27	MA	0.0650171	0.190822	0.340722	5.31426e-05	558	137.464	420.536	NA	47	23.0127	23.9873	NA	NA	0.0960093	2.47825:2.38876:1.83101:1.83251:0.706933:1	0.423835(0.5:0.322581:0.448925)	-944.951	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_8-eukaryote_dfr_Cluster.94_28	MA	0.06166	0.274954	0.224256	5.85338e-09	561	143.682	417.318	NA	54	32.7007	21.2993	NA	NA	0.116288	3.06071:3.06026:1.94426:1.9565:0.33981:1	0.420677(0.491979:0.328877:0.441176)	-961.835	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_8-eukaryote_dfr_Cluster.94_29	MA	0.072891	0.20078	0.363038	0.000192325	561	148.019	412.981	NA	52	25.8334	26.1666	NA	NA	0.106634	3.72936:2.92456:2.04567:2.04681:0.886038:1	0.42246(0.494652:0.323529:0.449198)	-964.543	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_8-eukaryote_dfr_Cluster.94_30	MA	0.0347908	0.26012	0.133749	4.24885e-12	561	145.056	415.944	NA	43	31.0801	11.9199	NA	NA	0.0930538	2.40396:2.10084:1.37469:1.39304:0.309444:1	0.42246(0.505348:0.318182:0.44385)	-919.234	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_8-eukaryote_dfr_Cluster.94_31	MA	0.0462498	0.196102	0.235846	1.50068e-06	561	131.688	429.312	NA	40	22.6133	17.3867	NA	NA	0.0814259	2.60202:2.50677:2.56476:2.56256:1.0882:1	0.419786(0.502674:0.326203:0.430481)	-922.157	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_8-eukaryote_dfr_Cluster.94_32	MA	0.0483014	0.184511	0.261781	4.0539e-06	561	142.35	418.65	NA	41	23.1652	17.8348	NA	NA	0.0828635	2.39249:2.21898:1.5629:1.55936:0.56082:1	0.421569(0.5:0.326203:0.438503)	-927.432	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_8-eukaryote_dfr_Cluster.94_33	MA	0.0590064	0.188597	0.312871	4.16191e-05	561	141.247	419.753	NA	45	23.3187	21.6813	NA	NA	0.0916341	3.53366:3.32193:2.6292:2.64096:0.606073:1	0.418895(0.505348:0.320856:0.430481)	-937.81	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_8-eukaryote_dfr_Cluster.94_35	MA	0.0719995	0.209088	0.34435	6.27258e-05	537	141.417	395.583	NA	50	25.468	24.532	NA	NA	0.108101	2.66674:1.63215:1.54378:1.56387:0.593786:1	0.428305(0.50838:0.324022:0.452514)	-921.747	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_8-eukaryote_dfr_Cluster.94_36	MA	0.0564534	0.629984	0.0896108	1.58467e-21	450	107.621	342.379	NA	59	45.9114	13.0886	NA	NA	0.193617	1.06778:1.06136:0.789091:0.786825:0.277244:1	0.428889(0.52:0.313333:0.453333)	-800.762	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_8-eukaryote_dfr_Cluster.94_9	MA	0.0603419	0.442073	0.136497	7.72037e-18	561	137.259	423.741	NA	66	46.4334	19.5666	NA	NA	0.153739	1.31487:1.32036:0.958281:0.955502:0.540699:1	0.439394(0.518717:0.328877:0.470588)	-986.032	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_9-eukaryote_dfr_Cluster.94_10	MA	0.0586363	0.462975	0.126651	1.30276e-19	561	136.653	424.347	NA	67	48.0877	18.9123	NA	NA	0.157129	1.21711:1.19978:0.884487:0.887718:0.482051:1	0.439394(0.518717:0.328877:0.470588)	-988.495	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_9-eukaryote_dfr_Cluster.94_11	MA	0.0631024	0.631239	0.099966	6.29567e-27	561	141.802	419.198	NA	80	61.7512	18.2488	NA	NA	0.206709	1.91355:1.99236:1.32583:1.36837:0.256086:1	0.432264(0.516043:0.326203:0.454545)	-1005.04	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_9-eukaryote_dfr_Cluster.94_12	MA	0.0460879	0.52009	0.0886153	1.6278e-23	561	167.676	393.324	NA	71	58.7812	12.2188	NA	NA	0.187761	3.13148:1.85465:0.679001:0.688125:0.759685:1	0.451872(0.529412:0.326203:0.5)	-974.41	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_9-eukaryote_dfr_Cluster.94_14	MA	0.0653598	0.492	0.132845	1.07099e-19	561	141.16	419.84	NA	72	51.6089	20.3911	NA	NA	0.172712	1.33627:1.90103:0.755978:0.752831:0.600749:1	0.435829(0.524064:0.320856:0.462567)	-992.174	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_9-eukaryote_dfr_Cluster.94_15	MA	0.0505903	0.442314	0.114376	1.36413e-19	561	152.843	408.157	NA	64	49.0259	14.9741	NA	NA	0.157315	2.52903:2.13752:1.2276:1.23585:0.397016:1	0.451872(0.529412:0.323529:0.502674)	-964.561	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_9-eukaryote_dfr_Cluster.94_16	MA	0.0538816	0.474749	0.113495	3.26104e-20	561	136.007	424.993	NA	66	48.7212	17.2788	NA	NA	0.155915	1.15503:1.182:0.863322:0.856165:0.575534:1	0.441176(0.52139:0.326203:0.475936)	-983.319	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_9-eukaryote_dfr_Cluster.94_17	MA	0.061739	0.533531	0.115718	4.01138e-23	561	141.301	419.699	NA	74	55.0714	18.9286	NA	NA	0.180571	1.71716:2.10729:1.104:1.1218:0.609566:1	0.440285(0.52139:0.328877:0.470588)	-999.309	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_9-eukaryote_dfr_Cluster.94_18	MA	0.0616709	0.425941	0.144787	1.53035e-16	561	139.04	421.96	NA	66	45.8523	20.1477	NA	NA	0.151953	1.50772:1.77591:1.02026:0.984756:0.57262:1	0.434938(0.513369:0.334225:0.457219)	-982.768	NA	NA	NA	eukaryote
