abb	kingdom	order	family	full	ARG	AR	phylum	lastLevel
Eukaryota_ileS_230	Eukaryota	NA	NA	4920.XP_004203209.1	NA	NA	NA	Millerozyma farinosa
Eukaryota_ileS_231	Eukaryota	NA	NA	4920.XP_004203790.1	NA	NA	NA	Millerozyma farinosa
Eukaryota_ileS_232	Eukaryota	NA	NA	4922.CAY71970	NA	NA	NA	Komagataella pastoris
Eukaryota_ileS_233	Eukaryota	NA	NA	4924.XP_001384414.1	NA	NA	NA	Scheffersomyces stipitis
Eukaryota_ileS_234	Eukaryota	NA	NA	2880.D7FTL9	NA	NA	NA	Ectocarpus siliculosus
Eukaryota_ileS_235	Eukaryota	NA	NA	4929.XP_001486386.1	NA	NA	NA	Meyerozyma guilliermondii
Eukaryota_ileS_236	Eukaryota	NA	NA	4932.YBL076C	NA	NA	NA	Saccharomyces cerevisiae
Eukaryota_ileS_237	Eukaryota	NA	NA	144197.XP_008280306.1	NA	NA	NA	Stegastes partitus
Eukaryota_ileS_238	Eukaryota	NA	NA	9031.ENSGALP00000007672	NA	NA	NA	Gallus gallus
Eukaryota_ileS_239	Eukaryota	NA	NA	97096.XP_007796723.1	NA	NA	NA	Eutypa lata
Eukaryota_ileS_240	Eukaryota	NA	NA	97096.XP_007789682.1	NA	NA	NA	Eutypa lata
Eukaryota_ileS_241	Eukaryota	NA	NA	885580.XP_010608888.1	NA	NA	NA	Fukomys damarensis
Eukaryota_ileS_242	Eukaryota	NA	NA	140110.NechaP40160	NA	NA	NA	Nectria haematococca
Eukaryota_ileS_243	Eukaryota	NA	NA	148304.MAPG_00658T0	NA	NA	NA	Magnaporthiopsis poae
Eukaryota_ileS_244	Eukaryota	NA	NA	4950.XP_003680249.1	NA	NA	NA	Torulaspora delbrueckii
Eukaryota_ileS_245	Eukaryota	NA	NA	2903.EOD13546	NA	NA	NA	Emiliania huxleyi
Eukaryota_ileS_246	Eukaryota	NA	NA	2903.EOD21925	NA	NA	NA	Emiliania huxleyi
Eukaryota_ileS_247	Eukaryota	NA	NA	4952.CAG83529	NA	NA	NA	Yarrowia lipolytica
Eukaryota_ileS_248	Eukaryota	NA	NA	1182553.XP_007747980.1	NA	NA	NA	Cladophialophora psammophila
Eukaryota_ileS_249	Eukaryota	NA	NA	4956.XP_002495107.1	NA	NA	NA	Zygosaccharomyces rouxii
Eukaryota_ileS_250	Eukaryota	NA	NA	10042.XP_006992331.1	NA	NA	NA	Peromyscus maniculatus
Eukaryota_ileS_251	Eukaryota	NA	NA	4959.XP_456601.1	NA	NA	NA	Debaryomyces hansenii
Eukaryota_ileS_252	Eukaryota	NA	NA	38033.XP_001226341.1	NA	NA	NA	Chaetomium globosum
Eukaryota_ileS_253	Eukaryota	NA	NA	38033.XP_001225907.1	NA	NA	NA	Chaetomium globosum
Eukaryota_ileS_254	Eukaryota	NA	NA	64363.EME46071	NA	NA	NA	Mycosphaerella pini
Eukaryota_ileS_255	Eukaryota	NA	NA	72558.CBQ72357	NA	NA	NA	Sporisorium reilianum
Eukaryota_ileS_256	Eukaryota	NA	NA	1108849.XP_002561511.1	NA	NA	NA	Penicillium rubens
Eukaryota_ileS_257	Eukaryota	NA	NA	7029.ACYPI006430-PA	NA	NA	NA	Acyrthosiphon pisum
Eukaryota_ileS_258	Eukaryota	NA	NA	181119.XP_005531879.1	NA	NA	NA	Pseudopodoces humilis
Eukaryota_ileS_259	Eukaryota	NA	NA	36331.EPrPI00000022835	NA	NA	NA	Pythium irregulare
Eukaryota_ileS_260	Eukaryota	NA	NA	35720.XP_003657394.1	NA	NA	NA	Thielavia terrestris
Eukaryota_ileS_261	Eukaryota	NA	NA	35720.XP_003652769.1	NA	NA	NA	Thielavia terrestris
Eukaryota_ileS_262	Eukaryota	NA	NA	35725.K2RZN2	NA	NA	NA	Macrophomina phaseolina
Eukaryota_ileS_263	Eukaryota	NA	NA	41875.XP_007509126.1	NA	NA	NA	Bathycoccus prasinos
Eukaryota_ileS_264	Eukaryota	NA	NA	430998.XP_007671985.1	NA	NA	NA	Baudoinia compniacensis
Eukaryota_ileS_265	Eukaryota	NA	NA	5016.M2TVF0	NA	NA	NA	Bipolaris maydis
Eukaryota_ileS_266	Eukaryota	NA	NA	5017.XP_007716060.1	NA	NA	NA	Bipolaris zeicola
Eukaryota_ileS_267	Eukaryota	NA	NA	1026970.XP_008829175.1	NA	NA	NA	Nannospalax galili
Eukaryota_ileS_268	Eukaryota	NA	NA	1026970.XP_008852820.1	NA	NA	NA	Nannospalax galili
Eukaryota_ileS_269	Eukaryota	NA	NA	5022.CBY00627	NA	NA	NA	Leptosphaeria maculans
Eukaryota_ileS_270	Eukaryota	NA	NA	121759.XP_010756529.1	NA	NA	NA	Paracoccidioides brasiliensis
Eukaryota_ileS_271	Eukaryota	NA	NA	109478.XP_005881716.1	NA	NA	NA	Myotis brandtii
Eukaryota_ileS_272	Eukaryota	NA	NA	5037.XP_001539089.1	NA	NA	NA	Histoplasma capsulatum
Eukaryota_ileS_273	Eukaryota	NA	NA	5039.XP_002626819.1	NA	NA	NA	Blastomyces dermatitidis
Eukaryota_ileS_274	Eukaryota	NA	NA	7091.BGIBMGA001558-TA	NA	NA	NA	Bombyx mori
Eukaryota_ileS_275	Eukaryota	NA	NA	588726.J7S3E5	NA	NA	NA	Kazachstania naganishii
Eukaryota_ileS_276	Eukaryota	NA	NA	13249.RPRC006561-PA	NA	NA	NA	Rhodnius prolixus
Eukaryota_ileS_277	Eukaryota	NA	NA	5059.CADAFLAP00003656	NA	NA	NA	Aspergillus flavus
Eukaryota_ileS_278	Eukaryota	NA	NA	5061.CADANGAP00006870	NA	NA	NA	Aspergillus niger
Eukaryota_ileS_279	Eukaryota	NA	NA	5062.CADAORAP00005962	NA	NA	NA	Aspergillus oryzae
Eukaryota_ileS_280	Eukaryota	NA	NA	113608.XP_003685611.1	NA	NA	NA	Tetrapisispora phaffii
Eukaryota_ileS_281	Eukaryota	NA	NA	39416.CAZ81653	NA	NA	NA	Tuber melanosporum
Eukaryota_ileS_282	Eukaryota	NA	NA	72658.Bostr.29044s0076.1.p	NA	NA	NA	Boechera stricta
Eukaryota_ileS_283	Eukaryota	NA	NA	72658.Bostr.25463s0286.1.p	NA	NA	NA	Boechera stricta
Eukaryota_ileS_284	Eukaryota	NA	NA	72664.XP_006405305.1	NA	NA	NA	Eutrema salsugineum
Eukaryota_ileS_285	Eukaryota	NA	NA	273371.XP_003870611.1	NA	NA	NA	Candida orthopsilosis
Eukaryota_ileS_286	Eukaryota	NA	NA	1051613.XP_003008697.1	NA	NA	NA	Verticillium alfalfae
Eukaryota_ileS_287	Eukaryota	NA	NA	3055.EDO99518	NA	NA	NA	Chlamydomonas reinhardtii
Eukaryota_ileS_288	Eukaryota	NA	NA	80884.CCF33328	NA	NA	NA	Colletotrichum higginsianum
Eukaryota_ileS_289	Eukaryota	NA	NA	80884.CCF33329	NA	NA	NA	Colletotrichum higginsianum
Eukaryota_ileS_290	Eukaryota	NA	NA	80884.CCF45767	NA	NA	NA	Colletotrichum higginsianum
Eukaryota_ileS_291	Eukaryota	NA	NA	7159.AAEL000388-PA	NA	NA	NA	Aedes aegypti
Eukaryota_ileS_292	Eukaryota	NA	NA	3067.XP_002952265.1	NA	NA	NA	Volvox carteri
Eukaryota_ileS_293	Eukaryota	NA	NA	7165.AGAP002101-PA	NA	NA	NA	Anopheles gambiae
Eukaryota_ileS_294	Eukaryota	NA	NA	3075.A0A087SID6	NA	NA	NA	Auxenochlorella protothecoides
Eukaryota_ileS_295	Eukaryota	NA	NA	99158.XP_008886926.1	NA	NA	NA	Hammondia hammondi
Eukaryota_ileS_296	Eukaryota	NA	NA	5127.CCT71437	NA	NA	NA	Fusarium fujikuroi
Eukaryota_ileS_297	Eukaryota	NA	NA	7176.CPIJ009573-PA	NA	NA	NA	Culex quinquefasciatus
Eukaryota_ileS_298	Eukaryota	NA	NA	7176.CPIJ015593-PA	NA	NA	NA	Culex quinquefasciatus
Eukaryota_ileS_299	Eukaryota	NA	NA	7176.CPIJ018349-PA	NA	NA	NA	Culex quinquefasciatus
Eukaryota_ileS_300	Eukaryota	NA	NA	7176.CPIJ019889-PA	NA	NA	NA	Culex quinquefasciatus
Eukaryota_ileS_301	Eukaryota	NA	NA	7176.CPIJ009861-PA	NA	NA	NA	Culex quinquefasciatus
Eukaryota_ileS_302	Eukaryota	NA	NA	7176.CPIJ016068-PA	NA	NA	NA	Culex quinquefasciatus
Eukaryota_ileS_303	Eukaryota	NA	NA	7176.CPIJ020286-PA	NA	NA	NA	Culex quinquefasciatus
Eukaryota_ileS_304	Eukaryota	NA	NA	7176.CPIJ016242-PA	NA	NA	NA	Culex quinquefasciatus
Eukaryota_ileS_305	Eukaryota	NA	NA	7176.CPIJ004769-PA	NA	NA	NA	Culex quinquefasciatus
Eukaryota_ileS_306	Eukaryota	NA	NA	7176.CPIJ010522-PA	NA	NA	NA	Culex quinquefasciatus
Eukaryota_ileS_307	Eukaryota	NA	NA	7176.CPIJ016331-PA	NA	NA	NA	Culex quinquefasciatus
Eukaryota_ileS_308	Eukaryota	NA	NA	7176.CPIJ005650-PA	NA	NA	NA	Culex quinquefasciatus
Eukaryota_ileS_309	Eukaryota	NA	NA	7176.CPIJ004669-PA	NA	NA	NA	Culex quinquefasciatus
Eukaryota_ileS_310	Eukaryota	NA	NA	7176.CPIJ016249-PA	NA	NA	NA	Culex quinquefasciatus
Eukaryota_ileS_311	Eukaryota	NA	NA	7176.CPIJ013071-PA	NA	NA	NA	Culex quinquefasciatus
Eukaryota_ileS_312	Eukaryota	NA	NA	7176.CPIJ014575-PA	NA	NA	NA	Culex quinquefasciatus
Eukaryota_ileS_313	Eukaryota	NA	NA	7176.CPIJ018728-PA	NA	NA	NA	Culex quinquefasciatus
Eukaryota_ileS_314	Eukaryota	NA	NA	7176.CPIJ016361-PA	NA	NA	NA	Culex quinquefasciatus
Eukaryota_ileS_315	Eukaryota	NA	NA	132113.XP_003491249.1	NA	NA	NA	Bombus impatiens
Eukaryota_ileS_316	Eukaryota	NA	NA	13333.ERN15369	NA	NA	NA	Amborella trichopoda
Eukaryota_ileS_317	Eukaryota	NA	NA	44056.XP_009041958.1	NA	NA	NA	Aureococcus anophagefferens
Eukaryota_ileS_318	Eukaryota	NA	NA	5145.XP_001909927.1	NA	NA	NA	Podospora anserina
Eukaryota_ileS_319	Eukaryota	NA	NA	5147.XP_003352371.1	NA	NA	NA	Sordaria macrospora
Eukaryota_ileS_320	Eukaryota	NA	NA	27679.XP_010347131.1	NA	NA	NA	Saimiri boliviensis
Eukaryota_ileS_321	Eukaryota	NA	NA	130081.XP_005705297.1	NA	NA	NA	Galdieria sulphuraria
Eukaryota_ileS_322	Eukaryota	NA	NA	29730.Gorai.002G267700.1	NA	NA	NA	Gossypium raimondii
Eukaryota_ileS_323	Eukaryota	NA	NA	29730.Gorai.006G186200.1	NA	NA	NA	Gossypium raimondii
Eukaryota_ileS_324	Eukaryota	NA	NA	13349.G1XLX5	NA	NA	NA	Arthrobotrys oligospora
Eukaryota_ileS_325	Eukaryota	NA	NA	7209.EFO27534.1	NA	NA	NA	Loa loa
Eukaryota_ileS_326	Eukaryota	NA	NA	9258.ENSOANP00000000224	NA	NA	NA	Ornithorhynchus anatinus
Eukaryota_ileS_327	Eukaryota	NA	NA	9258.ENSOANP00000026085	NA	NA	NA	Ornithorhynchus anatinus
Eukaryota_ileS_328	Eukaryota	NA	NA	7213.XP_004524919.1	NA	NA	NA	Ceratitis capitata
Eukaryota_ileS_329	Eukaryota	NA	NA	7217.FBpp0114167	NA	NA	NA	Drosophila ananassae
Eukaryota_ileS_330	Eukaryota	NA	NA	78898.MVEG_02464T0	NA	NA	NA	Mortierella verticillata
Eukaryota_ileS_331	Eukaryota	NA	NA	29875.EHK26686	NA	NA	NA	Trichoderma virens
Eukaryota_ileS_332	Eukaryota	NA	NA	7220.FBpp0134798	NA	NA	NA	Drosophila erecta
Eukaryota_ileS_333	Eukaryota	NA	NA	7222.FBpp0150596	NA	NA	NA	Drosophila grimshawi
Eukaryota_ileS_334	Eukaryota	NA	NA	7227.FBpp0078150	NA	NA	NA	Drosophila melanogaster
Eukaryota_ileS_335	Eukaryota	NA	NA	5180.EDN98673	NA	NA	NA	Sclerotinia sclerotiorum
Eukaryota_ileS_336	Eukaryota	NA	NA	7230.FBpp0160593	NA	NA	NA	Drosophila mojavensis
Eukaryota_ileS_337	Eukaryota	NA	NA	29760.VIT_05s0102g00100.t01	NA	NA	NA	Vitis vinifera
Eukaryota_ileS_338	Eukaryota	NA	NA	7234.FBpp0180321	NA	NA	NA	Drosophila persimilis
Eukaryota_ileS_339	Eukaryota	NA	NA	7237.FBpp0286566	NA	NA	NA	Drosophila pseudoobscura
Eukaryota_ileS_340	Eukaryota	NA	NA	7244.FBpp0226047	NA	NA	NA	Drosophila virilis
Eukaryota_ileS_341	Eukaryota	NA	NA	7245.FBpp0267621	NA	NA	NA	Drosophila yakuba
Eukaryota_ileS_342	Eukaryota	NA	NA	554065.XP_005851424.1	NA	NA	NA	Chlorella variabilis
Eukaryota_ileS_343	Eukaryota	NA	NA	42068.L0PBQ6	NA	NA	NA	Pneumocystis jirovecii
Eukaryota_ileS_344	Eukaryota	NA	NA	281687.CJA19883a	NA	NA	NA	Caenorhabditis japonica
Eukaryota_ileS_345	Eukaryota	NA	NA	281687.CJA16530	NA	NA	NA	Caenorhabditis japonica
Eukaryota_ileS_346	Eukaryota	NA	NA	281687.CJA20985	NA	NA	NA	Caenorhabditis japonica
Eukaryota_ileS_347	Eukaryota	NA	NA	9305.ENSSHAP00000000272	NA	NA	NA	Sarcophilus harrisii
Eukaryota_ileS_348	Eukaryota	NA	NA	7260.FBpp0245200	NA	NA	NA	Drosophila willistoni
Eukaryota_ileS_349	Eukaryota	NA	NA	5217.XP_007003365.1	NA	NA	NA	Tremella mesenterica
Eukaryota_ileS_350	Eukaryota	NA	NA	9315.ENSMEUP00000010656	NA	NA	NA	Macropus eugenii
Eukaryota_ileS_351	Eukaryota	NA	NA	185453.XP_006876825.1	NA	NA	NA	Chrysochloris asiatica
Eukaryota_ileS_352	Eukaryota	NA	NA	42099.EPrPV00000014219	NA	NA	NA	Pythium vexans
Eukaryota_ileS_353	Eukaryota	NA	NA	31870.EFQ32152	NA	NA	NA	Colletotrichum graminicola
Eukaryota_ileS_354	Eukaryota	NA	NA	203908.EGG10526	NA	NA	NA	Melampsora larici-populina
Eukaryota_ileS_355	Eukaryota	NA	NA	9361.ENSDNOP00000015331	NA	NA	NA	Dasypus novemcinctus
Eukaryota_ileS_356	Eukaryota	NA	NA	3218.PP1S64_89V6.1	NA	NA	NA	Physcomitrella patens
Eukaryota_ileS_357	Eukaryota	NA	NA	3218.PP1S197_25V6.1	NA	NA	NA	Physcomitrella patens
Eukaryota_ileS_358	Eukaryota	NA	NA	9365.XP_007529250.1	NA	NA	NA	Erinaceus europaeus
Eukaryota_ileS_359	Eukaryota	NA	NA	5270.UM05160P0	NA	NA	NA	Ustilago maydis
Eukaryota_ileS_360	Eukaryota	NA	NA	29850.GGTG_11292T0	NA	NA	NA	Gaeumannomyces graminis
Eukaryota_ileS_361	Eukaryota	NA	NA	9371.XP_004714660.1	NA	NA	NA	Echinops telfairi
Eukaryota_ileS_362	Eukaryota	NA	NA	5286.M7X6U6	NA	NA	NA	Rhodosporidium toruloides
Eukaryota_ileS_363	Eukaryota	NA	NA	5297.GMQ_25876T0	NA	NA	NA	Puccinia graminis
Eukaryota_ileS_364	Eukaryota	NA	NA	5297.GMQ_10275T0	NA	NA	NA	Puccinia graminis
Eukaryota_ileS_365	Eukaryota	NA	NA	337075.U4LBU8	NA	NA	NA	Pyronema omphalodes
Eukaryota_ileS_366	Eukaryota	NA	NA	310453.XP_007582528.1	NA	NA	NA	Neofusicoccum parvum
Eukaryota_ileS_367	Eukaryota	NA	NA	9402.XP_006922854.1	NA	NA	NA	Pteropus alecto
Eukaryota_ileS_368	Eukaryota	NA	NA	40127.XP_009852665.1	NA	NA	NA	Neurospora tetrasperma
Eukaryota_ileS_369	Eukaryota	NA	NA	109760.SPPG_01024T0	NA	NA	NA	Spizellomyces punctatus
Eukaryota_ileS_370	Eukaryota	NA	NA	36033.XP_001647423.1	NA	NA	NA	Vanderwaltozyma polyspora
Eukaryota_ileS_371	Eukaryota	NA	NA	1041607.K0KTX2	NA	NA	NA	Wickerhamomyces ciferrii
Eukaryota_ileS_372	Eukaryota	NA	NA	7370.XP_005183293.1	NA	NA	NA	Musca domestica
Eukaryota_ileS_373	Eukaryota	NA	NA	120017.I2FRR9	NA	NA	NA	Ustilago hordei
Eukaryota_ileS_374	Eukaryota	NA	NA	29908.U7Q2H8	NA	NA	NA	Sporothrix schenckii
Eukaryota_ileS_375	Eukaryota	NA	NA	29908.U7PWX3	NA	NA	NA	Sporothrix schenckii
Eukaryota_ileS_376	Eukaryota	NA	NA	40149.OMERI02G15490.2	NA	NA	NA	Oryza meridionalis
Eukaryota_ileS_377	Eukaryota	NA	NA	40149.OMERI02G07160.1	NA	NA	NA	Oryza meridionalis
Eukaryota_ileS_378	Eukaryota	NA	NA	40149.OMERI06G20980.1	NA	NA	NA	Oryza meridionalis
Eukaryota_ileS_379	Eukaryota	NA	NA	5334.XP_003030015.1	NA	NA	NA	Schizophyllum commune
Eukaryota_ileS_380	Eukaryota	NA	NA	5341.XP_007328301.1	NA	NA	NA	Agaricus bisporus
Eukaryota_ileS_381	Eukaryota	NA	NA	61622.XP_010373396.1	NA	NA	NA	Rhinopithecus roxellana
Eukaryota_ileS_382	Eukaryota	NA	NA	5346.XP_001830692.2	NA	NA	NA	Coprinopsis cinerea
Eukaryota_ileS_383	Eukaryota	NA	NA	482537.XP_008587564.1	NA	NA	NA	Galeopterus variegatus
Eukaryota_ileS_384	Eukaryota	NA	NA	5671.XP_001469945.1	NA	NA	NA	Leishmania infantum
Eukaryota_ileS_385	Eukaryota	NA	NA	36080.S2JP01	NA	NA	NA	Mucor circinelloides
Eukaryota_ileS_386	Eukaryota	NA	NA	40148.OGLUM02G06330.1	NA	NA	NA	Oryza glumipatula
Eukaryota_ileS_387	Eukaryota	NA	NA	40148.OGLUM06G23890.3	NA	NA	NA	Oryza glumipatula
Eukaryota_ileS_388	Eukaryota	NA	NA	7425.NV14307-PA	NA	NA	NA	Nasonia vitripennis
Eukaryota_ileS_389	Eukaryota	NA	NA	9478.XP_008061016.1	NA	NA	NA	Tarsius syrichta
Eukaryota_ileS_390	Eukaryota	NA	NA	9483.ENSCJAP00000002861	NA	NA	NA	Callithrix jacchus
Eukaryota_ileS_391	Eukaryota	NA	NA	9483.ENSCJAP00000038053	NA	NA	NA	Callithrix jacchus
Eukaryota_ileS_392	Eukaryota	NA	NA	42254.XP_004620184.1	NA	NA	NA	Sorex araneus
Eukaryota_ileS_393	Eukaryota	NA	NA	42254.XP_004622416.1	NA	NA	NA	Sorex araneus
Eukaryota_ileS_394	Eukaryota	NA	NA	27923.ML001125a-PA	NA	NA	NA	Mnemiopsis leidyi
Eukaryota_ileS_395	Eukaryota	NA	NA	27923.ML001124a-PA	NA	NA	NA	Mnemiopsis leidyi
Eukaryota_ileS_396	Eukaryota	NA	NA	68886.XP_009690324.1	NA	NA	NA	Theileria orientalis
Eukaryota_ileS_397	Eukaryota	NA	NA	65071.PYU1_T002204	NA	NA	NA	Pythium ultimum
Eukaryota_ileS_398	Eukaryota	NA	NA	7460.GB53173-PA	NA	NA	NA	Apis mellifera
Eukaryota_ileS_399	Eukaryota	NA	NA	60711.ENSCSAP00000003510	NA	NA	NA	Chlorocebus sabaeus
Eukaryota_ileS_400	Eukaryota	NA	NA	400682.PAC_15721659	NA	NA	NA	Amphimedon queenslandica
Eukaryota_ileS_401	Eukaryota	NA	NA	400682.PAC_15709637	NA	NA	NA	Amphimedon queenslandica
Eukaryota_ileS_402	Eukaryota	NA	NA	400682.PAC_15699230	NA	NA	NA	Amphimedon queenslandica
Eukaryota_ileS_403	Eukaryota	NA	NA	400682.PAC_15701888	NA	NA	NA	Amphimedon queenslandica
Eukaryota_ileS_404	Eukaryota	NA	NA	109871.XP_006676237.1	NA	NA	NA	Batrachochytrium dendrobatidis
Eukaryota_ileS_405	Eukaryota	NA	NA	13616.ENSMODP00000026103	NA	NA	NA	Monodelphis domestica
Eukaryota_ileS_406	Eukaryota	NA	NA	9541.XP_005582300.1	NA	NA	NA	Macaca fascicularis
Eukaryota_ileS_407	Eukaryota	NA	NA	9544.ENSMMUP00000006157	NA	NA	NA	Macaca mulatta
Eukaryota_ileS_408	Eukaryota	NA	NA	9555.ENSPANP00000019407	NA	NA	NA	Papio anubis
Eukaryota_ileS_409	Eukaryota	NA	NA	9785.ENSLAFP00000010876	NA	NA	NA	Loxodonta africana
Eukaryota_ileS_410	Eukaryota	NA	NA	5465.ENH87515	NA	NA	NA	Colletotrichum orbiculare
Eukaryota_ileS_411	Eukaryota	NA	NA	5691.EAN78315	NA	NA	NA	Trypanosoma brucei
Eukaryota_ileS_412	Eukaryota	NA	NA	5476.C4YS70	NA	NA	NA	Candida albicans
Eukaryota_ileS_413	Eukaryota	NA	NA	5478.XP_446507.1	NA	NA	NA	Candida glabrata
Eukaryota_ileS_414	Eukaryota	NA	NA	5479.M3HL44	NA	NA	NA	Candida maltosa
Eukaryota_ileS_415	Eukaryota	NA	NA	5480.G8B545	NA	NA	NA	Candida parapsilosis
Eukaryota_ileS_416	Eukaryota	NA	NA	42345.XP_008793645.1	NA	NA	NA	Phoenix dactylifera
Eukaryota_ileS_417	Eukaryota	NA	NA	42345.XP_008776999.1	NA	NA	NA	Phoenix dactylifera
Eukaryota_ileS_418	Eukaryota	NA	NA	5482.XP_002551459.1	NA	NA	NA	Candida tropicalis
Eukaryota_ileS_419	Eukaryota	NA	NA	318829.MGG_10205T0	NA	NA	NA	Magnaporthe oryzae
Eukaryota_ileS_420	Eukaryota	NA	NA	318829.MGG_03220T0	NA	NA	NA	Magnaporthe oryzae
Eukaryota_ileS_421	Eukaryota	NA	NA	5011.R4XF67	NA	NA	NA	Taphrina deformans
Eukaryota_ileS_422	Eukaryota	NA	NA	13684.SNOT_11841	NA	NA	NA	Parastagonospora nodorum
Eukaryota_ileS_423	Eukaryota	NA	NA	89462.XP_006063155.1	NA	NA	NA	Bubalus bubalis
Eukaryota_ileS_424	Eukaryota	NA	NA	9593.ENSGGOP00000009988	NA	NA	NA	Gorilla gorilla
Eukaryota_ileS_425	Eukaryota	NA	NA	176946.XP_007444478.1	NA	NA	NA	Python bivittatus
Eukaryota_ileS_426	Eukaryota	NA	NA	176946.XP_007440624.1	NA	NA	NA	Python bivittatus
Eukaryota_ileS_427	Eukaryota	NA	NA	5501.XP_001243953.1	NA	NA	NA	Coccidioides immitis
Eukaryota_ileS_428	Eukaryota	NA	NA	9598.ENSPTRP00000049231	NA	NA	NA	Pan troglodytes
Eukaryota_ileS_429	Eukaryota	NA	NA	9601.ENSPPYP00000021711	NA	NA	NA	Pongo abelii
Eukaryota_ileS_430	Eukaryota	NA	NA	5507.FOXG_12644P0	NA	NA	NA	Fusarium oxysporum
Eukaryota_ileS_431	Eukaryota	NA	NA	128390.XP_009474987.1	NA	NA	NA	Nipponia nippon
Eukaryota_ileS_432	Eukaryota	NA	NA	9612.ENSCAFP00000003387	NA	NA	NA	Canis lupus
Eukaryota_ileS_433	Eukaryota	NA	NA	5518.FGSG_10722P0	NA	NA	NA	Fusarium graminearum
Eukaryota_ileS_434	Eukaryota	NA	NA	157072.XP_008878994.1	NA	NA	NA	Aphanomyces invadans
Eukaryota_ileS_435	Eukaryota	NA	NA	529818.AMSG_05297T0	NA	NA	NA	Thecamonas trahens
Eukaryota_ileS_436	Eukaryota	NA	NA	52644.XP_010582766.1	NA	NA	NA	Haliaeetus leucocephalus
Eukaryota_ileS_437	Eukaryota	NA	NA	13735.ENSPSIP00000012599	NA	NA	NA	Pelodiscus sinensis
Eukaryota_ileS_438	Eukaryota	NA	NA	93612.XP_008022135.1	NA	NA	NA	Setosphaeria turcica
Eukaryota_ileS_439	Eukaryota	NA	NA	9646.ENSAMEP00000014191	NA	NA	NA	Ailuropoda melanoleuca
Eukaryota_ileS_440	Eukaryota	NA	NA	5551.XP_003236027.1	NA	NA	NA	Trichophyton rubrum
Eukaryota_ileS_441	Eukaryota	NA	NA	7070.TC010772-PA	NA	NA	NA	Tribolium castaneum
Eukaryota_ileS_442	Eukaryota	NA	NA	245174.XP_009269055.1	NA	NA	NA	Wallemia ichthyophaga
Eukaryota_ileS_443	Eukaryota	NA	NA	40384.G7XNP1	NA	NA	NA	Aspergillus kawachii
Eukaryota_ileS_444	Eukaryota	NA	NA	9668.ENSMPUP00000004795	NA	NA	NA	Mustela putorius
Eukaryota_ileS_445	Eukaryota	NA	NA	9685.ENSFCAP00000000758	NA	NA	NA	Felis catus
Eukaryota_ileS_446	Eukaryota	NA	NA	101852.XP_008086929.1	NA	NA	NA	Glarea lozoyensis
Eukaryota_ileS_447	Eukaryota	NA	NA	9694.XP_007097399.1	NA	NA	NA	Panthera tigris
Eukaryota_ileS_448	Eukaryota	NA	NA	148960.XP_006959650.1	NA	NA	NA	Wallemia sebi
Eukaryota_ileS_449	Eukaryota	NA	NA	112098.XP_008606912.1	NA	NA	NA	Saprolegnia diclina
Eukaryota_ileS_450	Eukaryota	NA	NA	71139.XP_010069316.1	NA	NA	NA	Eucalyptus grandis
Eukaryota_ileS_451	Eukaryota	NA	NA	248742.XP_005646812.1	NA	NA	NA	Coccomyxa subellipsoidea
Eukaryota_ileS_452	Eukaryota	NA	NA	9707.XP_004393638.1	NA	NA	NA	Odobenus rosmarus
Eukaryota_ileS_453	Eukaryota	NA	NA	51453.EGR45806	NA	NA	NA	Trichoderma reesei
Eukaryota_ileS_454	Eukaryota	NA	NA	9713.XP_006742560.1	NA	NA	NA	Leptonychotes weddellii
Eukaryota_ileS_455	Eukaryota	NA	NA	7668.SPU_021302-tr	NA	NA	NA	Strongylocentrotus purpuratus
Eukaryota_ileS_456	Eukaryota	NA	NA	7668.SPU_008455-tr	NA	NA	NA	Strongylocentrotus purpuratus
Eukaryota_ileS_457	Eukaryota	NA	NA	9733.XP_004284173.1	NA	NA	NA	Orcinus orca
Eukaryota_ileS_458	Eukaryota	NA	NA	32264.tetur210g00020.1	NA	NA	NA	Tetranychus urticae
Eukaryota_ileS_459	Eukaryota	NA	NA	32264.tetur22g00070.1	NA	NA	NA	Tetranychus urticae
Eukaryota_ileS_460	Eukaryota	NA	NA	32264.tetur210g00010.1	NA	NA	NA	Tetranychus urticae
Eukaryota_ileS_461	Eukaryota	NA	NA	32264.tetur05g00130.1	NA	NA	NA	Tetranychus urticae
Eukaryota_ileS_462	Eukaryota	NA	NA	9739.XP_004326553.1	NA	NA	NA	Tursiops truncatus
Eukaryota_ileS_463	Eukaryota	NA	NA	552467.XP_003192031.1	NA	NA	NA	Cryptococcus gattii
Eukaryota_ileS_464	Eukaryota	NA	NA	5722.XP_001309389.1	NA	NA	NA	Trichomonas vaginalis
Eukaryota_ileS_465	Eukaryota	NA	NA	5664.LmjF.36.5620	NA	NA	NA	Leishmania major
Eukaryota_ileS_466	Eukaryota	NA	NA	10160.XP_004638729.1	NA	NA	NA	Octodon degus
Eukaryota_ileS_467	Eukaryota	NA	NA	40483.S8DYD4	NA	NA	NA	Fomitopsis pinicola
Eukaryota_ileS_468	Eukaryota	NA	NA	7719.XP_009858739.1	NA	NA	NA	Ciona intestinalis
Eukaryota_ileS_469	Eukaryota	NA	NA	40492.XP_007307949.1	NA	NA	NA	Stereum hirsutum
Eukaryota_ileS_470	Eukaryota	NA	NA	34349.G7E3H5	NA	NA	NA	Mixia osmundae
