Contig	Element	Start	End	MGE.type	genome
GVMAG-M-3300023184-150.fna|Ga0214919_10010066	GVMAG-M-3300023184-150.fna|Ga0214919_10010066_14	10308	11354	endonuclease	GVMAG-M-3300023184-150
GVMAG-M-3300023184-150.fna|Ga0214919_10010066	GVMAG-M-3300023184-150.fna|Ga0214919_10010066_4	3350	4726	recombinase	GVMAG-M-3300023184-150
GVMAG-M-3300023184-155.fna|Ga0214919_10000432	GVMAG-M-3300023184-155.fna|Ga0214919_10000432_55	65181	65585	endonuclease	GVMAG-M-3300023184-155
GVMAG-M-3300023184-155.fna|Ga0214919_10001078	GVMAG-M-3300023184-155.fna|Ga0214919_10001078_19	15224	16039	endonuclease	GVMAG-M-3300023184-155
GVMAG-M-3300023184-155.fna|Ga0214919_10001230	GVMAG-M-3300023184-155.fna|Ga0214919_10001230_37	31771	33111	recombinase	GVMAG-M-3300023184-155
GVMAG-M-3300023184-155.fna|Ga0214919_10001736	GVMAG-M-3300023184-155.fna|Ga0214919_10001736_18	15659	16612	endonuclease	GVMAG-M-3300023184-155
GVMAG-M-3300023184-155.fna|Ga0214919_10002582	GVMAG-M-3300023184-155.fna|Ga0214919_10002582_21	21381	21977	endonuclease	GVMAG-M-3300023184-155
GVMAG-M-3300023184-155.fna|Ga0214919_10003982	GVMAG-M-3300023184-155.fna|Ga0214919_10003982_10	6180	8045	IS/transposase	GVMAG-M-3300023184-155
GVMAG-M-3300023184-155.fna|Ga0214919_10003982	GVMAG-M-3300023184-155.fna|Ga0214919_10003982_6	2900	3913	endonuclease	GVMAG-M-3300023184-155
GVMAG-M-3300023184-155.fna|Ga0214919_10003982	IS630	2897	3996	IS/transposase	GVMAG-M-3300023184-155
GVMAG-M-3300023184-159.fna|Ga0214919_10000014	GVMAG-M-3300023184-159.fna|Ga0214919_10000014_106	117120	118022	resolvase	GVMAG-M-3300023184-159
GVMAG-M-3300023184-159.fna|Ga0214919_10000014	GVMAG-M-3300023184-159.fna|Ga0214919_10000014_113	123796	124638	resolvase	GVMAG-M-3300023184-159
GVMAG-M-3300023184-159.fna|Ga0214919_10000014	GVMAG-M-3300023184-159.fna|Ga0214919_10000014_138	151678	152337	endonuclease	GVMAG-M-3300023184-159
GVMAG-M-3300023184-159.fna|Ga0214919_10000014	GVMAG-M-3300023184-159.fna|Ga0214919_10000014_164	185860	191871	endonuclease	GVMAG-M-3300023184-159
GVMAG-M-3300023184-159.fna|Ga0214919_10000014	GVMAG-M-3300023184-159.fna|Ga0214919_10000014_209	234062	236893	endonuclease	GVMAG-M-3300023184-159
GVMAG-M-3300023184-159.fna|Ga0214919_10000014	GVMAG-M-3300023184-159.fna|Ga0214919_10000014_249	281501	283030	recombinase	GVMAG-M-3300023184-159
GVMAG-M-3300023184-159.fna|Ga0214919_10000014	GVMAG-M-3300023184-159.fna|Ga0214919_10000014_71	79580	80398	endonuclease	GVMAG-M-3300023184-159
GVMAG-M-3300023184-159.fna|Ga0214919_10000014	GVMAG-M-3300023184-159.fna|Ga0214919_10000014_95	105137	106153	endonuclease	GVMAG-M-3300023184-159
GVMAG-M-3300023184-159.fna|Ga0214919_10000531	GVMAG-M-3300023184-159.fna|Ga0214919_10000531_55	51936	52340	endonuclease	GVMAG-M-3300023184-159
GVMAG-M-3300023184-159.fna|Ga0214919_10002440	GVMAG-M-3300023184-159.fna|Ga0214919_10002440_17	12270	12950	endonuclease	GVMAG-M-3300023184-159
GVMAG-M-3300023184-159.fna|Ga0214919_10002440	GVMAG-M-3300023184-159.fna|Ga0214919_10002440_19	14660	15532	endonuclease	GVMAG-M-3300023184-159
GVMAG-M-3300023184-16.fna|Ga0214919_10000017	GVMAG-M-3300023184-16.fna|Ga0214919_10000017_108	117767	118240	endonuclease	GVMAG-M-3300023184-16
GVMAG-M-3300023184-16.fna|Ga0214919_10000017	GVMAG-M-3300023184-16.fna|Ga0214919_10000017_3	1653	2660	resolvase	GVMAG-M-3300023184-16
GVMAG-M-3300023184-16.fna|Ga0214919_10000017	GVMAG-M-3300023184-16.fna|Ga0214919_10000017_46	47907	48632	endonuclease	GVMAG-M-3300023184-16
GVMAG-M-3300023184-16.fna|Ga0214919_10000168	GVMAG-M-3300023184-16.fna|Ga0214919_10000168_47	54712	57225	endonuclease	GVMAG-M-3300023184-16
GVMAG-M-3300023184-16.fna|Ga0214919_10000168	GVMAG-M-3300023184-16.fna|Ga0214919_10000168_8	5359	6240	endonuclease	GVMAG-M-3300023184-16
GVMAG-M-3300023184-16.fna|Ga0214919_10000168	GVMAG-M-3300023184-16.fna|Ga0214919_10000168_81	104226	105578	recombinase	GVMAG-M-3300023184-16
GVMAG-M-3300023184-16.fna|Ga0214919_10000168	GVMAG-M-3300023184-16.fna|Ga0214919_10000168_83	106716	107366	endonuclease	GVMAG-M-3300023184-16
GVMAG-M-3300023184-160.fna|Ga0214919_10000038	GVMAG-M-3300023184-160.fna|Ga0214919_10000038_114	98147	98656	endonuclease	GVMAG-M-3300023184-160
GVMAG-M-3300023184-160.fna|Ga0214919_10000038	GVMAG-M-3300023184-160.fna|Ga0214919_10000038_175	156929	157987	recombinase	GVMAG-M-3300023184-160
GVMAG-M-3300023184-160.fna|Ga0214919_10000038	GVMAG-M-3300023184-160.fna|Ga0214919_10000038_201	179367	179972	resolvase	GVMAG-M-3300023184-160
GVMAG-M-3300023184-160.fna|Ga0214919_10000038	GVMAG-M-3300023184-160.fna|Ga0214919_10000038_21	10971	11330	endonuclease	GVMAG-M-3300023184-160
GVMAG-M-3300023184-161.fna|Ga0214919_10000056	GVMAG-M-3300023184-161.fna|Ga0214919_10000056_173	160547	161872	recombinase	GVMAG-M-3300023184-161
GVMAG-M-3300023184-161.fna|Ga0214919_10000056	GVMAG-M-3300023184-161.fna|Ga0214919_10000056_43	37728	38339	endonuclease	GVMAG-M-3300023184-161
GVMAG-M-3300023184-161.fna|Ga0214919_10000056	GVMAG-M-3300023184-161.fna|Ga0214919_10000056_51	45999	46262	IS/transposase	GVMAG-M-3300023184-161
GVMAG-M-3300023184-161.fna|Ga0214919_10000344	GVMAG-M-3300023184-161.fna|Ga0214919_10000344_7	6943	7956	endonuclease	GVMAG-M-3300023184-161
GVMAG-M-3300023184-161.fna|Ga0214919_10000344	IS630	6861	7877	IS/transposase	GVMAG-M-3300023184-161
GVMAG-M-3300023184-161.fna|Ga0214919_10001830	GVMAG-M-3300023184-161.fna|Ga0214919_10001830_12	8809	9246	endonuclease	GVMAG-M-3300023184-161
GVMAG-M-3300023184-161.fna|Ga0214919_10003355	GVMAG-M-3300023184-161.fna|Ga0214919_10003355_5	6070	6249	IS/transposase	GVMAG-M-3300023184-161
GVMAG-M-3300023184-161.fna|Ga0214919_10003355	GVMAG-M-3300023184-161.fna|Ga0214919_10003355_6	6249	6362	IS/transposase	GVMAG-M-3300023184-161
GVMAG-M-3300023184-163.fna|Ga0214919_10000126	GVMAG-M-3300023184-163.fna|Ga0214919_10000126_8	5436	6212	endonuclease	GVMAG-M-3300023184-163
GVMAG-M-3300023184-163.fna|Ga0214919_10001164	GVMAG-M-3300023184-163.fna|Ga0214919_10001164_42	40383	40892	endonuclease	GVMAG-M-3300023184-163
GVMAG-M-3300023184-163.fna|Ga0214919_10007204	GVMAG-M-3300023184-163.fna|Ga0214919_10007204_9	9389	9733	endonuclease	GVMAG-M-3300023184-163
GVMAG-M-3300023184-165.fna|Ga0214919_10000063	GVMAG-M-3300023184-165.fna|Ga0214919_10000063_107	115358	120013	endonuclease	GVMAG-M-3300023184-165
GVMAG-M-3300023184-165.fna|Ga0214919_10000063	GVMAG-M-3300023184-165.fna|Ga0214919_10000063_15	20296	21138	resolvase	GVMAG-M-3300023184-165
GVMAG-M-3300023184-165.fna|Ga0214919_10000063	GVMAG-M-3300023184-165.fna|Ga0214919_10000063_26	30171	31007	resolvase	GVMAG-M-3300023184-165
GVMAG-M-3300023184-165.fna|Ga0214919_10000063	GVMAG-M-3300023184-165.fna|Ga0214919_10000063_42	46608	47516	endonuclease	GVMAG-M-3300023184-165
GVMAG-M-3300023184-165.fna|Ga0214919_10000063	GVMAG-M-3300023184-165.fna|Ga0214919_10000063_63	67641	68396	endonuclease	GVMAG-M-3300023184-165
GVMAG-M-3300023184-165.fna|Ga0214919_10000066	GVMAG-M-3300023184-165.fna|Ga0214919_10000066_144	151978	152568	endonuclease	GVMAG-M-3300023184-165
GVMAG-M-3300023184-165.fna|Ga0214919_10000066	GVMAG-M-3300023184-165.fna|Ga0214919_10000066_18	19729	21192	recombinase	GVMAG-M-3300023184-165
GVMAG-M-3300023184-165.fna|Ga0214919_10000066	GVMAG-M-3300023184-165.fna|Ga0214919_10000066_57	59376	61289	IS/transposase	GVMAG-M-3300023184-165
GVMAG-M-3300023184-165.fna|Ga0214919_10000066	GVMAG-M-3300023184-165.fna|Ga0214919_10000066_61	62360	63373	endonuclease	GVMAG-M-3300023184-165
GVMAG-M-3300023184-165.fna|Ga0214919_10000066	GVMAG-M-3300023184-165.fna|Ga0214919_10000066_61	62360	63373	IS/transposase	GVMAG-M-3300023184-165
GVMAG-M-3300023184-165.fna|Ga0214919_10000066	GVMAG-M-3300023184-165.fna|Ga0214919_10000066_7	11870	12916	endonuclease	GVMAG-M-3300023184-165
GVMAG-M-3300023184-165.fna|Ga0214919_10000066	IS630	62294	63397	IS/transposase	GVMAG-M-3300023184-165
GVMAG-M-3300023184-165.fna|Ga0214919_10000077	GVMAG-M-3300023184-165.fna|Ga0214919_10000077_24	22245	23291	endonuclease	GVMAG-M-3300023184-165
GVMAG-M-3300023184-165.fna|Ga0214919_10000296	GVMAG-M-3300023184-165.fna|Ga0214919_10000296_7	9438	9824	endonuclease	GVMAG-M-3300023184-165
GVMAG-M-3300023184-167.fna|Ga0214919_10000033	GVMAG-M-3300023184-167.fna|Ga0214919_10000033_145	135147	135692	endonuclease	GVMAG-M-3300023184-167
GVMAG-M-3300023184-167.fna|Ga0214919_10000033	GVMAG-M-3300023184-167.fna|Ga0214919_10000033_195	175432	176136	resolvase	GVMAG-M-3300023184-167
GVMAG-M-3300023184-167.fna|Ga0214919_10000033	GVMAG-M-3300023184-167.fna|Ga0214919_10000033_59	49484	49654	IS/transposase	GVMAG-M-3300023184-167
GVMAG-M-3300023184-167.fna|Ga0214919_10000033	GVMAG-M-3300023184-167.fna|Ga0214919_10000033_89	76780	78030	recombinase	GVMAG-M-3300023184-167
GVMAG-M-3300023184-167.fna|Ga0214919_10000475	GVMAG-M-3300023184-167.fna|Ga0214919_10000475_39	33114	34370	endonuclease	GVMAG-M-3300023184-167
GVMAG-M-3300023184-167.fna|Ga0214919_10000734	GVMAG-M-3300023184-167.fna|Ga0214919_10000734_28	22456	23457	endonuclease	GVMAG-M-3300023184-167
GVMAG-M-3300023184-167.fna|Ga0214919_10000734	GVMAG-M-3300023184-167.fna|Ga0214919_10000734_34	28671	29054	endonuclease	GVMAG-M-3300023184-167
GVMAG-M-3300023184-168.fna|Ga0214919_10000016	GVMAG-M-3300023184-168.fna|Ga0214919_10000016_217	247164	248624	recombinase	GVMAG-M-3300023184-168
GVMAG-M-3300023184-168.fna|Ga0214919_10000016	GVMAG-M-3300023184-168.fna|Ga0214919_10000016_230	258373	259386	endonuclease	GVMAG-M-3300023184-168
GVMAG-M-3300023184-168.fna|Ga0214919_10000016	GVMAG-M-3300023184-168.fna|Ga0214919_10000016_230	258373	259386	IS/transposase	GVMAG-M-3300023184-168
GVMAG-M-3300023184-168.fna|Ga0214919_10000016	GVMAG-M-3300023184-168.fna|Ga0214919_10000016_25	25314	26345	endonuclease	GVMAG-M-3300023184-168
GVMAG-M-3300023184-168.fna|Ga0214919_10000016	GVMAG-M-3300023184-168.fna|Ga0214919_10000016_25	25314	26345	IS/transposase	GVMAG-M-3300023184-168
GVMAG-M-3300023184-168.fna|Ga0214919_10000016	GVMAG-M-3300023184-168.fna|Ga0214919_10000016_28	27601	29562	IS/transposase	GVMAG-M-3300023184-168
GVMAG-M-3300023184-168.fna|Ga0214919_10000016	GVMAG-M-3300023184-168.fna|Ga0214919_10000016_30	30056	31336	endonuclease	GVMAG-M-3300023184-168
GVMAG-M-3300023184-168.fna|Ga0214919_10000016	GVMAG-M-3300023184-168.fna|Ga0214919_10000016_91	92979	93464	endonuclease	GVMAG-M-3300023184-168
GVMAG-M-3300023184-168.fna|Ga0214919_10000016	IS630	25111	27088	IS/transposase	GVMAG-M-3300023184-168
GVMAG-M-3300023184-168.fna|Ga0214919_10000016	IS630	258314	259673	IS/transposase	GVMAG-M-3300023184-168
GVMAG-M-3300023184-168.fna|Ga0214919_10000278	GVMAG-M-3300023184-168.fna|Ga0214919_10000278_84	79050	79640	endonuclease	GVMAG-M-3300023184-168
GVMAG-M-3300023184-168.fna|Ga0214919_10000613	GVMAG-M-3300023184-168.fna|Ga0214919_10000613_13	11617	12567	endonuclease	GVMAG-M-3300023184-168
GVMAG-M-3300023184-168.fna|Ga0214919_10000613	GVMAG-M-3300023184-168.fna|Ga0214919_10000613_20	19499	20395	IS/transposase	GVMAG-M-3300023184-168
GVMAG-M-3300023184-168.fna|Ga0214919_10000613	GVMAG-M-3300023184-168.fna|Ga0214919_10000613_24	21763	23757	IS/transposase	GVMAG-M-3300023184-168
GVMAG-M-3300023184-17.fna|Ga0214919_10000024	GVMAG-M-3300023184-17.fna|Ga0214919_10000024_151	128445	129317	endonuclease	GVMAG-M-3300023184-17
GVMAG-M-3300023184-17.fna|Ga0214919_10000024	GVMAG-M-3300023184-17.fna|Ga0214919_10000024_16	14629	15123	endonuclease	GVMAG-M-3300023184-17
GVMAG-M-3300023184-17.fna|Ga0214919_10000563	GVMAG-M-3300023184-17.fna|Ga0214919_10000563_56	45095	45436	endonuclease	GVMAG-M-3300023184-17
GVMAG-M-3300023184-17.fna|Ga0214919_10000563	GVMAG-M-3300023184-17.fna|Ga0214919_10000563_58	46185	47150	endonuclease	GVMAG-M-3300023184-17
GVMAG-M-3300023184-17.fna|Ga0214919_10000563	GVMAG-M-3300023184-17.fna|Ga0214919_10000563_59	47234	48220	recombinase	GVMAG-M-3300023184-17
GVMAG-M-3300023184-177.fna|Ga0214919_10000039	GVMAG-M-3300023184-177.fna|Ga0214919_10000039_106	110205	110864	endonuclease	GVMAG-M-3300023184-177
GVMAG-M-3300023184-177.fna|Ga0214919_10000039	GVMAG-M-3300023184-177.fna|Ga0214919_10000039_40	49696	50577	resolvase	GVMAG-M-3300023184-177
GVMAG-M-3300023184-177.fna|Ga0214919_10000485	GVMAG-M-3300023184-177.fna|Ga0214919_10000485_32	26628	27356	endonuclease	GVMAG-M-3300023184-177
GVMAG-M-3300023184-177.fna|Ga0214919_10002155	GVMAG-M-3300023184-177.fna|Ga0214919_10002155_15	13004	13801	endonuclease	GVMAG-M-3300023184-177
GVMAG-M-3300023184-177.fna|Ga0214919_10002155	GVMAG-M-3300023184-177.fna|Ga0214919_10002155_25	23831	25324	recombinase	GVMAG-M-3300023184-177
GVMAG-M-3300023184-177.fna|Ga0214919_10002878	GVMAG-M-3300023184-177.fna|Ga0214919_10002878_19	15981	16463	endonuclease	GVMAG-M-3300023184-177
GVMAG-M-3300023184-177.fna|Ga0214919_10003081	GVMAG-M-3300023184-177.fna|Ga0214919_10003081_21	22743	23720	endonuclease	GVMAG-M-3300023184-177
GVMAG-M-3300023184-177.fna|Ga0214919_10003081	GVMAG-M-3300023184-177.fna|Ga0214919_10003081_7	11967	12809	resolvase	GVMAG-M-3300023184-177
GVMAG-M-3300023184-178.fna|Ga0214919_10000045	GVMAG-M-3300023184-178.fna|Ga0214919_10000045_113	115576	116217	endonuclease	GVMAG-M-3300023184-178
GVMAG-M-3300023184-178.fna|Ga0214919_10000045	GVMAG-M-3300023184-178.fna|Ga0214919_10000045_42	46921	47727	endonuclease	GVMAG-M-3300023184-178
GVMAG-M-3300023184-178.fna|Ga0214919_10000045	GVMAG-M-3300023184-178.fna|Ga0214919_10000045_65	71286	72284	endonuclease	GVMAG-M-3300023184-178
GVMAG-M-3300023184-178.fna|Ga0214919_10000045	GVMAG-M-3300023184-178.fna|Ga0214919_10000045_84	87430	88245	resolvase	GVMAG-M-3300023184-178
GVMAG-M-3300023184-178.fna|Ga0214919_10000444	GVMAG-M-3300023184-178.fna|Ga0214919_10000444_53	58214	59488	endonuclease	GVMAG-M-3300023184-178
GVMAG-M-3300023184-178.fna|Ga0214919_10001126	GVMAG-M-3300023184-178.fna|Ga0214919_10001126_2	1601	2650	endonuclease	GVMAG-M-3300023184-178
GVMAG-M-3300023184-178.fna|Ga0214919_10003221	GVMAG-M-3300023184-178.fna|Ga0214919_10003221_16	11675	13111	recombinase	GVMAG-M-3300023184-178
GVMAG-M-3300023184-178.fna|Ga0214919_10003221	GVMAG-M-3300023184-178.fna|Ga0214919_10003221_24	17361	18257	IS/transposase	GVMAG-M-3300023184-178
GVMAG-M-3300023184-178.fna|Ga0214919_10004166	GVMAG-M-3300023184-178.fna|Ga0214919_10004166_9	5037	6089	endonuclease	GVMAG-M-3300023184-178
GVMAG-M-3300023184-18.fna|Ga0214919_10000185	GVMAG-M-3300023184-18.fna|Ga0214919_10000185_30	28422	29741	endonuclease	GVMAG-M-3300023184-18
GVMAG-M-3300023184-18.fna|Ga0214919_10000185	GVMAG-M-3300023184-18.fna|Ga0214919_10000185_35	34768	36282	recombinase	GVMAG-M-3300023184-18
GVMAG-M-3300023184-18.fna|Ga0214919_10000185	GVMAG-M-3300023184-18.fna|Ga0214919_10000185_49	49539	50192	endonuclease	GVMAG-M-3300023184-18
GVMAG-M-3300023184-18.fna|Ga0214919_10000185	GVMAG-M-3300023184-18.fna|Ga0214919_10000185_8	8763	9338	endonuclease	GVMAG-M-3300023184-18
GVMAG-M-3300023184-18.fna|Ga0214919_10000332	GVMAG-M-3300023184-18.fna|Ga0214919_10000332_48	57155	60538	endonuclease	GVMAG-M-3300023184-18
GVMAG-M-3300023184-18.fna|Ga0214919_10000496	GVMAG-M-3300023184-18.fna|Ga0214919_10000496_39	41540	42268	endonuclease	GVMAG-M-3300023184-18
GVMAG-M-3300023184-18.fna|Ga0214919_10000641	GVMAG-M-3300023184-18.fna|Ga0214919_10000641_58	57763	58209	endonuclease	GVMAG-M-3300023184-18
GVMAG-M-3300023184-18.fna|Ga0214919_10001427	GVMAG-M-3300023184-18.fna|Ga0214919_10001427_9	7589	8338	resolvase	GVMAG-M-3300023184-18
GVMAG-M-3300023184-18.fna|Ga0214919_10001737	GVMAG-M-3300023184-18.fna|Ga0214919_10001737_28	26864	29731	endonuclease	GVMAG-M-3300023184-18
GVMAG-M-3300023184-180.fna|Ga0214919_10000099	GVMAG-M-3300023184-180.fna|Ga0214919_10000099_110	125513	125941	endonuclease	GVMAG-M-3300023184-180
GVMAG-M-3300023184-180.fna|Ga0214919_10000099	GVMAG-M-3300023184-180.fna|Ga0214919_10000099_116	130687	131541	resolvase	GVMAG-M-3300023184-180
GVMAG-M-3300023184-180.fna|Ga0214919_10000099	GVMAG-M-3300023184-180.fna|Ga0214919_10000099_43	44405	45439	endonuclease	GVMAG-M-3300023184-180
GVMAG-M-3300023184-180.fna|Ga0214919_10000099	GVMAG-M-3300023184-180.fna|Ga0214919_10000099_65	68747	69823	endonuclease	GVMAG-M-3300023184-180
GVMAG-M-3300023184-180.fna|Ga0214919_10000099	GVMAG-M-3300023184-180.fna|Ga0214919_10000099_70	84022	84693	endonuclease	GVMAG-M-3300023184-180
GVMAG-M-3300023184-180.fna|Ga0214919_10000099	GVMAG-M-3300023184-180.fna|Ga0214919_10000099_72	86426	89815	endonuclease	GVMAG-M-3300023184-180
GVMAG-M-3300023184-180.fna|Ga0214919_10000099	GVMAG-M-3300023184-180.fna|Ga0214919_10000099_98	113401	114423	endonuclease	GVMAG-M-3300023184-180
GVMAG-M-3300023184-180.fna|Ga0214919_10000181	GVMAG-M-3300023184-180.fna|Ga0214919_10000181_44	46079	47530	recombinase	GVMAG-M-3300023184-180
GVMAG-M-3300023184-180.fna|Ga0214919_10000181	GVMAG-M-3300023184-180.fna|Ga0214919_10000181_50	55153	56220	endonuclease	GVMAG-M-3300023184-180
GVMAG-M-3300023184-180.fna|Ga0214919_10000181	GVMAG-M-3300023184-180.fna|Ga0214919_10000181_53	57556	58608	endonuclease	GVMAG-M-3300023184-180
GVMAG-M-3300023184-180.fna|Ga0214919_10000181	GVMAG-M-3300023184-180.fna|Ga0214919_10000181_85	84803	87667	endonuclease	GVMAG-M-3300023184-180
GVMAG-M-3300023184-180.fna|Ga0214919_10001092	GVMAG-M-3300023184-180.fna|Ga0214919_10001092_13	13908	14336	endonuclease	GVMAG-M-3300023184-180
GVMAG-M-3300023184-180.fna|Ga0214919_10001169	GVMAG-M-3300023184-180.fna|Ga0214919_10001169_30	30056	36073	endonuclease	GVMAG-M-3300023184-180
GVMAG-M-3300023184-180.fna|Ga0214919_10001190	GVMAG-M-3300023184-180.fna|Ga0214919_10001190_15	19327	19902	endonuclease	GVMAG-M-3300023184-180
GVMAG-M-3300023184-181.fna|Ga0214919_10000120	GVMAG-M-3300023184-181.fna|Ga0214919_10000120_33	35174	35713	endonuclease	GVMAG-M-3300023184-181
GVMAG-M-3300023184-181.fna|Ga0214919_10000120	GVMAG-M-3300023184-181.fna|Ga0214919_10000120_86	77968	78666	resolvase	GVMAG-M-3300023184-181
GVMAG-M-3300023184-181.fna|Ga0214919_10002182	GVMAG-M-3300023184-181.fna|Ga0214919_10002182_17	11370	12596	recombinase	GVMAG-M-3300023184-181
GVMAG-M-3300023184-182.fna|Ga0214919_10000144	GVMAG-M-3300023184-182.fna|Ga0214919_10000144_7	4857	6182	recombinase	GVMAG-M-3300023184-182
GVMAG-M-3300023184-182.fna|Ga0214919_10000481	GVMAG-M-3300023184-182.fna|Ga0214919_10000481_40	34121	35017	endonuclease	GVMAG-M-3300023184-182
GVMAG-M-3300023184-182.fna|Ga0214919_10003399	GVMAG-M-3300023184-182.fna|Ga0214919_10003399_2	1687	2679	endonuclease	GVMAG-M-3300023184-182
GVMAG-M-3300023184-182.fna|Ga0214919_10003399	GVMAG-M-3300023184-182.fna|Ga0214919_10003399_4	3950	4870	recombinase	GVMAG-M-3300023184-182
GVMAG-M-3300023184-183.fna|Ga0214919_10000182	GVMAG-M-3300023184-183.fna|Ga0214919_10000182_37	33917	36295	endonuclease	GVMAG-M-3300023184-183
GVMAG-M-3300023184-183.fna|Ga0214919_10000182	GVMAG-M-3300023184-183.fna|Ga0214919_10000182_8	6289	7926	recombinase	GVMAG-M-3300023184-183
GVMAG-M-3300023184-183.fna|Ga0214919_10000244	GVMAG-M-3300023184-183.fna|Ga0214919_10000244_12	16073	16504	endonuclease	GVMAG-M-3300023184-183
GVMAG-M-3300023184-183.fna|Ga0214919_10000244	GVMAG-M-3300023184-183.fna|Ga0214919_10000244_34	41525	42547	resolvase	GVMAG-M-3300023184-183
GVMAG-M-3300023184-183.fna|Ga0214919_10000979	GVMAG-M-3300023184-183.fna|Ga0214919_10000979_37	45869	47437	endonuclease	GVMAG-M-3300023184-183
GVMAG-M-3300023184-183.fna|Ga0214919_10001113	IS630	27233	28504	IS/transposase	GVMAG-M-3300023184-183
GVMAG-M-3300023184-183.fna|Ga0214919_10001570	GVMAG-M-3300023184-183.fna|Ga0214919_10001570_10	8278	9195	endonuclease	GVMAG-M-3300023184-183
GVMAG-M-3300023184-183.fna|Ga0214919_10001570	IS630	8152	9629	IS/transposase	GVMAG-M-3300023184-183
GVMAG-M-3300023184-183.fna|Ga0214919_10001708	GVMAG-M-3300023184-183.fna|Ga0214919_10001708_19	21497	22561	endonuclease	GVMAG-M-3300023184-183
GVMAG-M-3300023184-183.fna|Ga0214919_10001727	GVMAG-M-3300023184-183.fna|Ga0214919_10001727_12	11704	12048	endonuclease	GVMAG-M-3300023184-183
GVMAG-M-3300023184-183.fna|Ga0214919_10001727	GVMAG-M-3300023184-183.fna|Ga0214919_10001727_12	11704	12048	IS/transposase	GVMAG-M-3300023184-183
GVMAG-M-3300023184-183.fna|Ga0214919_10001727	GVMAG-M-3300023184-183.fna|Ga0214919_10001727_13	12115	12678	IS/transposase	GVMAG-M-3300023184-183
GVMAG-M-3300023184-183.fna|Ga0214919_10001727	GVMAG-M-3300023184-183.fna|Ga0214919_10001727_16	15025	16992	IS/transposase	GVMAG-M-3300023184-183
GVMAG-M-3300023184-183.fna|Ga0214919_10001727	IS630	11242	12527	IS/transposase	GVMAG-M-3300023184-183
GVMAG-M-3300023184-183.fna|Ga0214919_10002476	GVMAG-M-3300023184-183.fna|Ga0214919_10002476_16	12783	13577	endonuclease	GVMAG-M-3300023184-183
GVMAG-M-3300023184-186.fna|Ga0214919_10000317	GVMAG-M-3300023184-186.fna|Ga0214919_10000317_50	48788	49864	endonuclease	GVMAG-M-3300023184-186
GVMAG-M-3300023184-186.fna|Ga0214919_10000317	GVMAG-M-3300023184-186.fna|Ga0214919_10000317_69	76400	77647	endonuclease	GVMAG-M-3300023184-186
GVMAG-M-3300023184-186.fna|Ga0214919_10000317	GVMAG-M-3300023184-186.fna|Ga0214919_10000317_69	76400	77647	recombinase	GVMAG-M-3300023184-186
GVMAG-M-3300023184-186.fna|Ga0214919_10000788	GVMAG-M-3300023184-186.fna|Ga0214919_10000788_10	7841	8764	endonuclease	GVMAG-M-3300023184-186
GVMAG-M-3300023184-186.fna|Ga0214919_10002153	GVMAG-M-3300023184-186.fna|Ga0214919_10002153_13	25310	26326	endonuclease	GVMAG-M-3300023184-186
GVMAG-M-3300023184-186.fna|Ga0214919_10002153	IS630	25243	26777	IS/transposase	GVMAG-M-3300023184-186
GVMAG-M-3300023184-187.fna|Ga0214919_10000309	GVMAG-M-3300023184-187.fna|Ga0214919_10000309_14	20403	21041	endonuclease	GVMAG-M-3300023184-187
GVMAG-M-3300023184-187.fna|Ga0214919_10000326	GVMAG-M-3300023184-187.fna|Ga0214919_10000326_4	2572	3300	endonuclease	GVMAG-M-3300023184-187
GVMAG-M-3300023184-187.fna|Ga0214919_10000326	GVMAG-M-3300023184-187.fna|Ga0214919_10000326_7	5028	5861	resolvase	GVMAG-M-3300023184-187
GVMAG-M-3300023184-187.fna|Ga0214919_10001928	GVMAG-M-3300023184-187.fna|Ga0214919_10001928_30	28498	28875	endonuclease	GVMAG-M-3300023184-187
GVMAG-M-3300023184-187.fna|Ga0214919_10002365	GVMAG-M-3300023184-187.fna|Ga0214919_10002365_2	138	764	endonuclease	GVMAG-M-3300023184-187
GVMAG-M-3300023184-187.fna|Ga0214919_10002452	GVMAG-M-3300023184-187.fna|Ga0214919_10002452_20	15889	17241	recombinase	GVMAG-M-3300023184-187
GVMAG-M-3300023184-187.fna|Ga0214919_10003435	GVMAG-M-3300023184-187.fna|Ga0214919_10003435_16	16766	17656	resolvase	GVMAG-M-3300023184-187
GVMAG-M-3300023184-188.fna|Ga0214919_10000398	GVMAG-M-3300023184-188.fna|Ga0214919_10000398_35	32272	33609	recombinase	GVMAG-M-3300023184-188
GVMAG-M-3300023184-188.fna|Ga0214919_10002305	GVMAG-M-3300023184-188.fna|Ga0214919_10002305_2	3146	3664	endonuclease	GVMAG-M-3300023184-188
GVMAG-M-3300023184-188.fna|Ga0214919_10002305	GVMAG-M-3300023184-188.fna|Ga0214919_10002305_25	25840	26673	endonuclease	GVMAG-M-3300023184-188
GVMAG-M-3300023184-188.fna|Ga0214919_10002305	GVMAG-M-3300023184-188.fna|Ga0214919_10002305_28	29811	30149	resolvase	GVMAG-M-3300023184-188
GVMAG-M-3300023184-188.fna|Ga0214919_10002686	GVMAG-M-3300023184-188.fna|Ga0214919_10002686_15	16044	16556	endonuclease	GVMAG-M-3300023184-188
